"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","57","58","20","0.4","0","Binary","0","0","MO"
"2","94","106","20","0.4","0","Binary","0","0","MO"
"3","22","53","20","0.4","0","Binary","0","0","MO"
"4","37","61","20","0.4","0","Binary","0","0","MO"
"5","21","45","20","0.4","0","Binary","0","0","MO"
"6","26","36","20","0.4","0","Binary","0","0","MO"
"7","112","122","20","0.4","0","Binary","0","0","MO"
"8","79","80","20","0.4","0","Binary","0","0","MO"
"9","57","60","20","0.4","0","Binary","0","0","MO"
"10","29","47","20","0.4","0","Binary","0","0","MO"
"11","20","52","20","0.4","0","Binary","0","0","MO"
"12","47","54","20","0.4","0","Binary","0","0","MO"
"13","35","80","20","0.4","0","Binary","0","0","MO"
"14","40","52","20","0.4","0","Binary","0","0","MO"
"15","44","54","20","0.4","0","Binary","0","0","MO"
"16","42","45","20","0.4","0","Binary","0","0","MO"
"17","23","61","20","0.4","0","Binary","0","0","MO"
"18","41","66","20","0.4","0","Binary","0","0","MO"
"19","29","48","20","0.4","0","Binary","0","0","MO"
"20","61","73","20","0.4","0","Binary","0","0","MO"
"21","26","34","20","0.4","0","Binary","0","0","MO"
"22","61","81","20","0.4","0","Binary","0","0","MO"
"23","41","46","20","0.4","0","Binary","0","0","MO"
"24","34","55","20","0.4","0","Binary","0","0","MO"
"25","80","83","20","0.4","0","Binary","0","0","MO"
"26","34","54","20","0.4","0","Binary","0","0","MO"
"27","81","101","20","0.4","0","Binary","0","0","MO"
"28","37","59","20","0.4","0","Binary","0","0","MO"
"29","58","71","20","0.4","0","Binary","0","0","MO"
"30","44","84","20","0.4","0","Binary","0","0","MO"
"31","81","91","20","0.4","0","Binary","0","0","MO"
"32","38","66","20","0.4","0","Binary","0","0","MO"
"33","34","66","20","0.4","0","Binary","0","0","MO"
"34","41","63","20","0.4","0","Binary","0","0","MO"
"35","60","78","20","0.4","0","Binary","0","0","MO"
"36","25","41","20","0.4","0","Binary","0","0","MO"
"37","27","48","20","0.4","0","Binary","0","0","MO"
"38","25","45","20","0.4","0","Binary","0","0","MO"
"39","93","93","20","0.4","0","Binary","0","0","MO"
"40","32","42","20","0.4","0","Binary","0","0","MO"
"41","16","45","20","0.4","0","Binary","0","0","MO"
"42","31","52","20","0.4","0","Binary","0","0","MO"
"43","24","32","20","0.4","0","Binary","0","0","MO"
"44","28","50","20","0.4","0","Binary","0","0","MO"
"45","92","115","20","0.4","0","Binary","0","0","MO"
"46","68","69","20","0.4","0","Binary","0","0","MO"
"47","31","43","20","0.4","0","Binary","0","0","MO"
"48","16","23","20","0.4","0","Binary","0","0","MO"
"49","30","52","20","0.4","0","Binary","0","0","MO"
"50","35","35","20","0.4","0","Binary","0","0","MO"
"51","38","57","20","0.4","0","Binary","0","0","MO"
"52","99","100","20","0.4","0","Binary","0","0","MO"
"53","115","115","20","0.4","0","Binary","0","0","MO"
"54","18","65","20","0.4","0","Binary","0","0","MO"
"55","27","50","20","0.4","0","Binary","0","0","MO"
"56","19","36","20","0.4","0","Binary","0","0","MO"
"57","21","37","20","0.4","0","Binary","0","0","MO"
"58","49","58","20","0.4","0","Binary","0","0","MO"
"59","33","57","20","0.4","0","Binary","0","0","MO"
"60","32","41","20","0.4","0","Binary","0","0","MO"
"61","24","61","20","0.4","0","Binary","0","0","MO"
"62","25","42","20","0.4","0","Binary","0","0","MO"
"63","43","51","20","0.4","0","Binary","0","0","MO"
"64","16","69","20","0.4","0","Binary","0","0","MO"
"65","25","35","20","0.4","0","Binary","0","0","MO"
"66","106","131","20","0.4","0","Binary","0","0","MO"
"67","68","80","20","0.4","0","Binary","0","0","MO"
"68","43","50","20","0.4","0","Binary","0","0","MO"
"69","21","54","20","0.4","0","Binary","0","0","MO"
"70","91","91","20","0.4","0","Binary","0","0","MO"
"71","57","82","20","0.4","0","Binary","0","0","MO"
"72","61","65","20","0.4","0","Binary","0","0","MO"
"73","37","56","20","0.4","0","Binary","0","0","MO"
"74","28","49","20","0.4","0","Binary","0","0","MO"
"75","42","44","20","0.4","0","Binary","0","0","MO"
"76","23","42","20","0.4","0","Binary","0","0","MO"
"77","18","35","20","0.4","0","Binary","0","0","MO"
"78","136","166","20","0.4","0","Binary","0","0","MO"
"79","19","59","20","0.4","0","Binary","0","0","MO"
"80","44","47","20","0.4","0","Binary","0","0","MO"
"81","45","55","20","0.4","0","Binary","0","0","MO"
"82","31","49","20","0.4","0","Binary","0","0","MO"
"83","32","52","20","0.4","0","Binary","0","0","MO"
"84","44","47","20","0.4","0","Binary","0","0","MO"
"85","54","54","20","0.4","0","Binary","0","0","MO"
"86","33","67","20","0.4","0","Binary","0","0","MO"
"87","16","27","20","0.4","0","Binary","0","0","MO"
"88","21","44","20","0.4","0","Binary","0","0","MO"
"89","83","104","20","0.4","0","Binary","0","0","MO"
"90","32","51","20","0.4","0","Binary","0","0","MO"
"91","26","38","20","0.4","0","Binary","0","0","MO"
"92","26","43","20","0.4","0","Binary","0","0","MO"
"93","15","23","20","0.4","0","Binary","0","0","MO"
"94","25","40","20","0.4","0","Binary","0","0","MO"
"95","23","35","20","0.4","0","Binary","0","0","MO"
"96","101","103","20","0.4","0","Binary","0","0","MO"
"97","40","65","20","0.4","0","Binary","0","0","MO"
"98","46","53","20","0.4","0","Binary","0","0","MO"
"99","57","73","20","0.4","0","Binary","0","0","MO"
"100","72","72","20","0.4","0","Binary","0","0","MO"
