"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","227","251","40","0.1","0","Binary","0","0","MO"
"2","208","217","40","0.1","0","Binary","0","0","MO"
"3","186","186","40","0.1","0","Binary","0","0","MO"
"4","241","251","40","0.1","0","Binary","0","0","MO"
"5","160","160","40","0.1","0","Binary","0","0","MO"
"6","267","267","40","0.1","0","Binary","0","0","MO"
"7","301","301","40","0.1","0","Binary","0","0","MO"
"8","307","307","40","0.1","0","Binary","0","0","MO"
"9","234","234","40","0.1","0","Binary","0","0","MO"
"10","217","217","40","0.1","0","Binary","0","0","MO"
"11","255","255","40","0.1","0","Binary","0","0","MO"
"12","508","509","40","0.1","0","Binary","0","0","MO"
"13","331","331","40","0.1","0","Binary","0","0","MO"
"14","210","210","40","0.1","0","Binary","0","0","MO"
"15","231","231","40","0.1","0","Binary","0","0","MO"
"16","129","129","40","0.1","0","Binary","0","0","MO"
"17","268","277","40","0.1","0","Binary","0","0","MO"
"18","308","308","40","0.1","0","Binary","0","0","MO"
"19","250","250","40","0.1","0","Binary","0","0","MO"
"20","201","201","40","0.1","0","Binary","0","0","MO"
"21","253","263","40","0.1","0","Binary","0","0","MO"
"22","252","252","40","0.1","0","Binary","0","0","MO"
"23","248","248","40","0.1","0","Binary","0","0","MO"
"24","251","262","40","0.1","0","Binary","0","0","MO"
"25","264","264","40","0.1","0","Binary","0","0","MO"
"26","232","239","40","0.1","0","Binary","0","0","MO"
"27","155","155","40","0.1","0","Binary","0","0","MO"
"28","224","224","40","0.1","0","Binary","0","0","MO"
"29","203","203","40","0.1","0","Binary","0","0","MO"
"30","307","307","40","0.1","0","Binary","0","0","MO"
"31","189","189","40","0.1","0","Binary","0","0","MO"
"32","189","189","40","0.1","0","Binary","0","0","MO"
"33","225","225","40","0.1","0","Binary","0","0","MO"
"34","178","189","40","0.1","0","Binary","0","0","MO"
"35","193","193","40","0.1","0","Binary","0","0","MO"
"36","341","352","40","0.1","0","Binary","0","0","MO"
"37","266","266","40","0.1","0","Binary","0","0","MO"
"38","208","208","40","0.1","0","Binary","0","0","MO"
"39","240","240","40","0.1","0","Binary","0","0","MO"
"40","415","418","40","0.1","0","Binary","0","0","MO"
"41","311","315","40","0.1","0","Binary","0","0","MO"
"42","304","304","40","0.1","0","Binary","0","0","MO"
"43","172","172","40","0.1","0","Binary","0","0","MO"
"44","165","165","40","0.1","0","Binary","0","0","MO"
"45","342","353","40","0.1","0","Binary","0","0","MO"
"46","255","255","40","0.1","0","Binary","0","0","MO"
"47","204","204","40","0.1","0","Binary","0","0","MO"
"48","252","283","40","0.1","0","Binary","0","0","MO"
"49","192","192","40","0.1","0","Binary","0","0","MO"
"50","304","305","40","0.1","0","Binary","0","0","MO"
"51","289","289","40","0.1","0","Binary","0","0","MO"
"52","450","450","40","0.1","0","Binary","0","0","MO"
"53","490","492","40","0.1","0","Binary","0","0","MO"
"54","173","173","40","0.1","0","Binary","0","0","MO"
"55","273","273","40","0.1","0","Binary","0","0","MO"
"56","384","387","40","0.1","0","Binary","0","0","MO"
"57","242","242","40","0.1","0","Binary","0","0","MO"
"58","175","186","40","0.1","0","Binary","0","0","MO"
"59","172","194","40","0.1","0","Binary","0","0","MO"
"60","325","343","40","0.1","0","Binary","0","0","MO"
"61","304","304","40","0.1","0","Binary","0","0","MO"
"62","209","209","40","0.1","0","Binary","0","0","MO"
"63","118","118","40","0.1","0","Binary","0","0","MO"
"64","316","316","40","0.1","0","Binary","0","0","MO"
"65","213","213","40","0.1","0","Binary","0","0","MO"
"66","244","244","40","0.1","0","Binary","0","0","MO"
"67","393","393","40","0.1","0","Binary","0","0","MO"
"68","377","386","40","0.1","0","Binary","0","0","MO"
"69","335","335","40","0.1","0","Binary","0","0","MO"
"70","540","635","40","0.1","0","Binary","0","0","MO"
"71","231","245","40","0.1","0","Binary","0","0","MO"
"72","274","280","40","0.1","0","Binary","0","0","MO"
"73","223","227","40","0.1","0","Binary","0","0","MO"
"74","333","333","40","0.1","0","Binary","0","0","MO"
"75","205","212","40","0.1","0","Binary","0","0","MO"
"76","354","376","40","0.1","0","Binary","0","0","MO"
"77","189","189","40","0.1","0","Binary","0","0","MO"
"78","238","238","40","0.1","0","Binary","0","0","MO"
"79","361","367","40","0.1","0","Binary","0","0","MO"
"80","130","138","40","0.1","0","Binary","0","0","MO"
"81","162","168","40","0.1","0","Binary","0","0","MO"
"82","251","252","40","0.1","0","Binary","0","0","MO"
"83","161","161","40","0.1","0","Binary","0","0","MO"
"84","316","329","40","0.1","0","Binary","0","0","MO"
"85","248","261","40","0.1","0","Binary","0","0","MO"
"86","159","159","40","0.1","0","Binary","0","0","MO"
"87","212","212","40","0.1","0","Binary","0","0","MO"
"88","171","174","40","0.1","0","Binary","0","0","MO"
"89","275","285","40","0.1","0","Binary","0","0","MO"
"90","253","267","40","0.1","0","Binary","0","0","MO"
"91","293","297","40","0.1","0","Binary","0","0","MO"
"92","219","219","40","0.1","0","Binary","0","0","MO"
"93","328","329","40","0.1","0","Binary","0","0","MO"
"94","210","213","40","0.1","0","Binary","0","0","MO"
"95","280","280","40","0.1","0","Binary","0","0","MO"
"96","244","244","40","0.1","0","Binary","0","0","MO"
"97","233","245","40","0.1","0","Binary","0","0","MO"
"98","175","175","40","0.1","0","Binary","0","0","MO"
"99","354","354","40","0.1","0","Binary","0","0","MO"
"100","192","192","40","0.1","0","Binary","0","0","MO"
