"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","1071","1103","80","0.05","0","Binary","0","0","MO"
"2","1084","1088","80","0.05","0","Binary","0","0","MO"
"3","1532","1532","80","0.05","0","Binary","0","0","MO"
"4","854","854","80","0.05","0","Binary","0","0","MO"
"5","850","850","80","0.05","0","Binary","0","0","MO"
"6","957","957","80","0.05","0","Binary","0","0","MO"
"7","861","866","80","0.05","0","Binary","0","0","MO"
"8","734","734","80","0.05","0","Binary","0","0","MO"
"9","1113","1113","80","0.05","0","Binary","0","0","MO"
"10","924","974","80","0.05","0","Binary","0","0","MO"
"11","782","782","80","0.05","0","Binary","0","0","MO"
"12","1278","1278","80","0.05","0","Binary","0","0","MO"
"13","588","588","80","0.05","0","Binary","0","0","MO"
"14","1334","1334","80","0.05","0","Binary","0","0","MO"
"15","944","944","80","0.05","0","Binary","0","0","MO"
"16","1026","1031","80","0.05","0","Binary","0","0","MO"
"17","836","836","80","0.05","0","Binary","0","0","MO"
"18","1024","1024","80","0.05","0","Binary","0","0","MO"
"19","1248","1296","80","0.05","0","Binary","0","0","MO"
"20","742","742","80","0.05","0","Binary","0","0","MO"
"21","1216","1216","80","0.05","0","Binary","0","0","MO"
"22","796","796","80","0.05","0","Binary","0","0","MO"
"23","1094","1094","80","0.05","0","Binary","0","0","MO"
"24","915","915","80","0.05","0","Binary","0","0","MO"
"25","2164","2164","80","0.05","0","Binary","0","0","MO"
"26","1337","1337","80","0.05","0","Binary","0","0","MO"
"27","836","865","80","0.05","0","Binary","0","0","MO"
"28","756","775","80","0.05","0","Binary","0","0","MO"
"29","2076","2076","80","0.05","0","Binary","0","0","MO"
"30","960","960","80","0.05","0","Binary","0","0","MO"
"31","1391","1391","80","0.05","0","Binary","0","0","MO"
"32","946","946","80","0.05","0","Binary","0","0","MO"
"33","593","593","80","0.05","0","Binary","0","0","MO"
"34","725","725","80","0.05","0","Binary","0","0","MO"
"35","884","884","80","0.05","0","Binary","0","0","MO"
"36","834","834","80","0.05","0","Binary","0","0","MO"
"37","1027","1040","80","0.05","0","Binary","0","0","MO"
"38","895","895","80","0.05","0","Binary","0","0","MO"
"39","1500","1500","80","0.05","0","Binary","0","0","MO"
"40","897","920","80","0.05","0","Binary","0","0","MO"
"41","1269","1269","80","0.05","0","Binary","0","0","MO"
"42","750","758","80","0.05","0","Binary","0","0","MO"
"43","941","941","80","0.05","0","Binary","0","0","MO"
"44","837","891","80","0.05","0","Binary","0","0","MO"
"45","1131","1149","80","0.05","0","Binary","0","0","MO"
"46","865","865","80","0.05","0","Binary","0","0","MO"
"47","1423","1423","80","0.05","0","Binary","0","0","MO"
"48","913","913","80","0.05","0","Binary","0","0","MO"
"49","1050","1089","80","0.05","0","Binary","0","0","MO"
"50","768","768","80","0.05","0","Binary","0","0","MO"
"51","1017","1019","80","0.05","0","Binary","0","0","MO"
"52","574","574","80","0.05","0","Binary","0","0","MO"
"53","1193","1193","80","0.05","0","Binary","0","0","MO"
"54","742","756","80","0.05","0","Binary","0","0","MO"
"55","965","1011","80","0.05","0","Binary","0","0","MO"
"56","890","890","80","0.05","0","Binary","0","0","MO"
"57","1054","1126","80","0.05","0","Binary","0","0","MO"
"58","1300","1304","80","0.05","0","Binary","0","0","MO"
"59","783","783","80","0.05","0","Binary","0","0","MO"
"60","1340","1340","80","0.05","0","Binary","0","0","MO"
"61","885","907","80","0.05","0","Binary","0","0","MO"
"62","768","803","80","0.05","0","Binary","0","0","MO"
"63","1619","1619","80","0.05","0","Binary","0","0","MO"
"64","1252","1252","80","0.05","0","Binary","0","0","MO"
"65","901","901","80","0.05","0","Binary","0","0","MO"
"66","978","1013","80","0.05","0","Binary","0","0","MO"
"67","851","851","80","0.05","0","Binary","0","0","MO"
"68","1466","1466","80","0.05","0","Binary","0","0","MO"
"69","834","843","80","0.05","0","Binary","0","0","MO"
"70","1686","1686","80","0.05","0","Binary","0","0","MO"
"71","1137","1137","80","0.05","0","Binary","0","0","MO"
"72","1088","1088","80","0.05","0","Binary","0","0","MO"
"73","921","921","80","0.05","0","Binary","0","0","MO"
"74","939","939","80","0.05","0","Binary","0","0","MO"
"75","1247","1379","80","0.05","0","Binary","0","0","MO"
"76","984","984","80","0.05","0","Binary","0","0","MO"
"77","1014","1014","80","0.05","0","Binary","0","0","MO"
"78","675","675","80","0.05","0","Binary","0","0","MO"
"79","822","822","80","0.05","0","Binary","0","0","MO"
"80","752","752","80","0.05","0","Binary","0","0","MO"
