"","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","64","40","0.1","0.1","0","Ternary","0","0","MO"
"2","28","40","0.1","0.1","0","Ternary","0","0","MO"
"3","32","40","0.1","0.1","0","Ternary","0","0","MO"
"4","15","40","0.1","0.1","0","Ternary","0","0","MO"
"5","28","40","0.1","0.1","0","Ternary","0","0","MO"
"6","81","40","0.1","0.1","0","Ternary","0","0","MO"
"7","32","40","0.1","0.1","0","Ternary","0","0","MO"
"8","18","40","0.1","0.1","0","Ternary","0","0","MO"
"9","14","40","0.1","0.1","0","Ternary","0","0","MO"
"10","31","40","0.1","0.1","0","Ternary","0","0","MO"
"11","32","40","0.1","0.1","0","Ternary","0","0","MO"
"12","95","40","0.1","0.1","0","Ternary","0","0","MO"
"13","32","40","0.1","0.1","0","Ternary","0","0","MO"
"14","25","40","0.1","0.1","0","Ternary","0","0","MO"
"15","18","40","0.1","0.1","0","Ternary","0","0","MO"
"16","28","40","0.1","0.1","0","Ternary","0","0","MO"
"17","14","40","0.1","0.1","0","Ternary","0","0","MO"
"18","30","40","0.1","0.1","0","Ternary","0","0","MO"
"19","26","40","0.1","0.1","0","Ternary","0","0","MO"
"20","41","40","0.1","0.1","0","Ternary","0","0","MO"
"21","23","40","0.1","0.1","0","Ternary","0","0","MO"
"22","45","40","0.1","0.1","0","Ternary","0","0","MO"
"23","26","40","0.1","0.1","0","Ternary","0","0","MO"
"24","39","40","0.1","0.1","0","Ternary","0","0","MO"
"25","15","40","0.1","0.1","0","Ternary","0","0","MO"
"26","39","40","0.1","0.1","0","Ternary","0","0","MO"
"27","8","40","0.1","0.1","0","Ternary","0","0","MO"
"28","13","40","0.1","0.1","0","Ternary","0","0","MO"
"29","32","40","0.1","0.1","0","Ternary","0","0","MO"
"30","25","40","0.1","0.1","0","Ternary","0","0","MO"
"31","21","40","0.1","0.1","0","Ternary","0","0","MO"
"32","9","40","0.1","0.1","0","Ternary","0","0","MO"
"33","27","40","0.1","0.1","0","Ternary","0","0","MO"
"34","30","40","0.1","0.1","0","Ternary","0","0","MO"
"35","14","40","0.1","0.1","0","Ternary","0","0","MO"
"36","64","40","0.1","0.1","0","Ternary","0","0","MO"
"37","32","40","0.1","0.1","0","Ternary","0","0","MO"
"38","50","40","0.1","0.1","0","Ternary","0","0","MO"
"39","24","40","0.1","0.1","0","Ternary","0","0","MO"
"40","71","40","0.1","0.1","0","Ternary","0","0","MO"
"41","49","40","0.1","0.1","0","Ternary","0","0","MO"
"42","55","40","0.1","0.1","0","Ternary","0","0","MO"
"43","11","40","0.1","0.1","0","Ternary","0","0","MO"
"44","9","40","0.1","0.1","0","Ternary","0","0","MO"
"45","56","40","0.1","0.1","0","Ternary","0","0","MO"
"46","19","40","0.1","0.1","0","Ternary","0","0","MO"
"47","28","40","0.1","0.1","0","Ternary","0","0","MO"
"48","25","40","0.1","0.1","0","Ternary","0","0","MO"
"49","22","40","0.1","0.1","0","Ternary","0","0","MO"
"50","93","40","0.1","0.1","0","Ternary","0","0","MO"
"51","11","40","0.1","0.1","0","Ternary","0","0","MO"
"52","34","40","0.1","0.1","0","Ternary","0","0","MO"
"53","83","40","0.1","0.1","0","Ternary","0","0","MO"
"54","20","40","0.1","0.1","0","Ternary","0","0","MO"
"55","38","40","0.1","0.1","0","Ternary","0","0","MO"
"56","85","40","0.1","0.1","0","Ternary","0","0","MO"
"57","28","40","0.1","0.1","0","Ternary","0","0","MO"
"58","2","40","0.1","0.1","0","Ternary","0","0","MO"
"59","15","40","0.1","0.1","0","Ternary","0","0","MO"
"60","38","40","0.1","0.1","0","Ternary","0","0","MO"
"61","46","40","0.1","0.1","0","Ternary","0","0","MO"
"62","11","40","0.1","0.1","0","Ternary","0","0","MO"
"63","25","40","0.1","0.1","0","Ternary","0","0","MO"
"64","39","40","0.1","0.1","0","Ternary","0","0","MO"
"65","19","40","0.1","0.1","0","Ternary","0","0","MO"
"66","18","40","0.1","0.1","0","Ternary","0","0","MO"
"67","59","40","0.1","0.1","0","Ternary","0","0","MO"
"68","113","40","0.1","0.1","0","Ternary","0","0","MO"
"69","67","40","0.1","0.1","0","Ternary","0","0","MO"
"70","51","40","0.1","0.1","0","Ternary","0","0","MO"
"71","12","40","0.1","0.1","0","Ternary","0","0","MO"
"72","11","40","0.1","0.1","0","Ternary","0","0","MO"
"73","18","40","0.1","0.1","0","Ternary","0","0","MO"
"74","23","40","0.1","0.1","0","Ternary","0","0","MO"
"75","57","40","0.1","0.1","0","Ternary","0","0","MO"
"76","85","40","0.1","0.1","0","Ternary","0","0","MO"
"77","7","40","0.1","0.1","0","Ternary","0","0","MO"
"78","36","40","0.1","0.1","0","Ternary","0","0","MO"
"79","48","40","0.1","0.1","0","Ternary","0","0","MO"
"80","22","40","0.1","0.1","0","Ternary","0","0","MO"
"81","16","40","0.1","0.1","0","Ternary","0","0","MO"
"82","33","40","0.1","0.1","0","Ternary","0","0","MO"
"83","11","40","0.1","0.1","0","Ternary","0","0","MO"
"84","23","40","0.1","0.1","0","Ternary","0","0","MO"
"85","37","40","0.1","0.1","0","Ternary","0","0","MO"
"86","32","40","0.1","0.1","0","Ternary","0","0","MO"
"87","13","40","0.1","0.1","0","Ternary","0","0","MO"
"88","22","40","0.1","0.1","0","Ternary","0","0","MO"
"89","18","40","0.1","0.1","0","Ternary","0","0","MO"
"90","22","40","0.1","0.1","0","Ternary","0","0","MO"
"91","39","40","0.1","0.1","0","Ternary","0","0","MO"
"92","13","40","0.1","0.1","0","Ternary","0","0","MO"
"93","46","40","0.1","0.1","0","Ternary","0","0","MO"
"94","26","40","0.1","0.1","0","Ternary","0","0","MO"
"95","39","40","0.1","0.1","0","Ternary","0","0","MO"
"96","2","40","0.1","0.1","0","Ternary","0","0","MO"
"97","41","40","0.1","0.1","0","Ternary","0","0","MO"
"98","30","40","0.1","0.1","0","Ternary","0","0","MO"
"99","35","40","0.1","0.1","0","Ternary","0","0","MO"
"100","27","40","0.1","0.1","0","Ternary","0","0","MO"
