"","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1","4","20","0.1","0.01","0","Ternary","0","0","MO"
"2","10","20","0.1","0.01","0","Ternary","0","0","MO"
"3","6","20","0.1","0.01","0","Ternary","0","0","MO"
"4","10","20","0.1","0.01","0","Ternary","0","0","MO"
"5","6","20","0.1","0.01","0","Ternary","0","0","MO"
"6","17","20","0.1","0.01","0","Ternary","0","0","MO"
"7","2","20","0.1","0.01","0","Ternary","0","0","MO"
"8","15","20","0.1","0.01","0","Ternary","0","0","MO"
"9","8","20","0.1","0.01","0","Ternary","0","0","MO"
"10","15","20","0.1","0.01","0","Ternary","0","0","MO"
"11","5","20","0.1","0.01","0","Ternary","0","0","MO"
"12","24","20","0.1","0.01","0","Ternary","0","0","MO"
"13","5","20","0.1","0.01","0","Ternary","0","0","MO"
"14","6","20","0.1","0.01","0","Ternary","0","0","MO"
"15","16","20","0.1","0.01","0","Ternary","0","0","MO"
"16","10","20","0.1","0.01","0","Ternary","0","0","MO"
"17","2","20","0.1","0.01","0","Ternary","0","0","MO"
"18","1","20","0.1","0.01","0","Ternary","0","0","MO"
"19","7","20","0.1","0.01","0","Ternary","0","0","MO"
"20","12","20","0.1","0.01","0","Ternary","0","0","MO"
"21","3","20","0.1","0.01","0","Ternary","0","0","MO"
"22","4","20","0.1","0.01","0","Ternary","0","0","MO"
"23","1","20","0.1","0.01","0","Ternary","0","0","MO"
"24","10","20","0.1","0.01","0","Ternary","0","0","MO"
"25","21","20","0.1","0.01","0","Ternary","0","0","MO"
"26","3","20","0.1","0.01","0","Ternary","0","0","MO"
"27","45","20","0.1","0.01","0","Ternary","0","0","MO"
"28","4","20","0.1","0.01","0","Ternary","0","0","MO"
"29","8","20","0.1","0.01","0","Ternary","0","0","MO"
"30","7","20","0.1","0.01","0","Ternary","0","0","MO"
"31","2","20","0.1","0.01","0","Ternary","0","0","MO"
"32","4","20","0.1","0.01","0","Ternary","0","0","MO"
"33","4","20","0.1","0.01","0","Ternary","0","0","MO"
"34","44","20","0.1","0.01","0","Ternary","0","0","MO"
"35","9","20","0.1","0.01","0","Ternary","0","0","MO"
"36","2","20","0.1","0.01","0","Ternary","0","0","MO"
"37","7","20","0.1","0.01","0","Ternary","0","0","MO"
"38","4","20","0.1","0.01","0","Ternary","0","0","MO"
"39","10","20","0.1","0.01","0","Ternary","0","0","MO"
"40","15","20","0.1","0.01","0","Ternary","0","0","MO"
"41","11","20","0.1","0.01","0","Ternary","0","0","MO"
"42","8","20","0.1","0.01","0","Ternary","0","0","MO"
"43","11","20","0.1","0.01","0","Ternary","0","0","MO"
"44","3","20","0.1","0.01","0","Ternary","0","0","MO"
"45","11","20","0.1","0.01","0","Ternary","0","0","MO"
"46","18","20","0.1","0.01","0","Ternary","0","0","MO"
