"","inferred_correct","inferred_all","true","numSites","alpha_para","beta_para","missing_index","genotype_para","Method"
"1",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"2",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"3",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"4",7,7,16,18,0.05,0.05,0,"Binary","SiFit"
"5",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"6",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"7",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"8",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"9",2,2,16,18,0.05,0.05,0,"Binary","SiFit"
"10",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"11",3,3,16,18,0.05,0.05,0,"Binary","SiFit"
"12",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"13",7,7,16,18,0.05,0.05,0,"Binary","SiFit"
"14",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"15",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"16",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"17",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"18",2,2,16,18,0.05,0.05,0,"Binary","SiFit"
"19",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"20",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"21",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"22",3,3,16,18,0.05,0.05,0,"Binary","SiFit"
"23",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"24",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"25",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"26",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"27",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"28",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"29",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"30",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"31",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"32",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"33",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"34",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"35",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"36",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"37",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"38",3,3,16,18,0.05,0.05,0,"Binary","SiFit"
"39",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"40",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"41",3,3,16,18,0.05,0.05,0,"Binary","SiFit"
"42",2,2,16,18,0.05,0.05,0,"Binary","SiFit"
"43",7,7,16,18,0.05,0.05,0,"Binary","SiFit"
"44",1,1,16,18,0.05,0.05,0,"Binary","SiFit"
"45",7,7,16,18,0.05,0.05,0,"Binary","SiFit"
"46",3,3,16,18,0.05,0.05,0,"Binary","SiFit"
"47",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"48",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"49",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"50",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"51",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"52",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"53",7,7,16,18,0.05,0.05,0,"Binary","SiFit"
"54",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"55",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"56",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"57",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"58",2,2,16,18,0.05,0.05,0,"Binary","SiFit"
"59",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"60",4,6,16,18,0.05,0.05,0,"Binary","SiFit"
"61",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"62",2,2,16,18,0.05,0.05,0,"Binary","SiFit"
"63",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"64",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"65",5,6,16,18,0.05,0.05,0,"Binary","SiFit"
"66",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"67",3,3,16,18,0.05,0.05,0,"Binary","SiFit"
"68",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"69",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"70",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"71",3,3,16,18,0.05,0.05,0,"Binary","SiFit"
"72",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"73",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"74",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"75",7,7,16,18,0.05,0.05,0,"Binary","SiFit"
"76",3,3,16,18,0.05,0.05,0,"Binary","SiFit"
"77",7,7,16,18,0.05,0.05,0,"Binary","SiFit"
"78",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"79",3,3,16,18,0.05,0.05,0,"Binary","SiFit"
"80",3,5,16,18,0.05,0.05,0,"Binary","SiFit"
"81",7,7,16,18,0.05,0.05,0,"Binary","SiFit"
"82",3,3,16,18,0.05,0.05,0,"Binary","SiFit"
"83",4,5,16,18,0.05,0.05,0,"Binary","SiFit"
"84",7,7,16,18,0.05,0.05,0,"Binary","SiFit"
"85",7,7,16,18,0.05,0.05,0,"Binary","SiFit"
"86",1,2,16,18,0.05,0.05,0,"Binary","SiFit"
"87",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"88",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"89",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"90",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"91",5,6,16,18,0.05,0.05,0,"Binary","SiFit"
"92",3,3,16,18,0.05,0.05,0,"Binary","SiFit"
"93",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"94",3,3,16,18,0.05,0.05,0,"Binary","SiFit"
"95",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"96",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"97",2,2,16,18,0.05,0.05,0,"Binary","SiFit"
"98",6,6,16,18,0.05,0.05,0,"Binary","SiFit"
"99",4,4,16,18,0.05,0.05,0,"Binary","SiFit"
"100",5,5,16,18,0.05,0.05,0,"Binary","SiFit"
"101",3,4,16,18,0.1,0.05,0,"Binary","SiFit"
"102",7,7,16,18,0.1,0.05,0,"Binary","SiFit"
"103",2,2,16,18,0.1,0.05,0,"Binary","SiFit"
"104",6,6,16,18,0.1,0.05,0,"Binary","SiFit"
"105",5,5,16,18,0.1,0.05,0,"Binary","SiFit"
"106",3,3,16,18,0.1,0.05,0,"Binary","SiFit"
"107",4,4,16,18,0.1,0.05,0,"Binary","SiFit"
"108",4,4,16,18,0.1,0.05,0,"Binary","SiFit"
"109",4,4,16,18,0.1,0.05,0,"Binary","SiFit"
"110",6,6,16,18,0.1,0.05,0,"Binary","SiFit"
"111",4,4,16,18,0.1,0.05,0,"Binary","SiFit"
"112",6,6,16,18,0.1,0.05,0,"Binary","SiFit"
