"","selected_First_branch","selected_Second_branch","selected_br","cat"
"1",0,0,18,0
"2",70,0,70,1
"3",0,0,18,0
"4",0,0,18,0
"5",9,0,9,1
"6",22,0,18,0
"7",0,0,18,0
"8",0,0,18,0
"9",0,0,18,0
"10",0,0,18,0
"11",9,0,9,1
"12",36,0,36,1
"13",36,0,36,1
"14",52,0,52,1
"15",0,0,22,0
"16",51,0,51,1
"17",33,0,29,0
"18",30,0,18,0
"19",57,0,22,0
"20",56,0,18,0
"21",0,0,18,0
"22",0,0,18,0
"23",0,0,18,0
"24",0,0,18,0
"25",40,0,18,0
"26",0,0,22,0
"27",76,0,22,0
"28",18,0,18,1
"29",0,0,18,0
"30",0,0,22,0
"31",91,0,18,0
"32",50,0,50,1
"33",6,0,18,0
"34",0,0,18,0
"35",24,0,18,0
"36",0,0,18,0
"37",51,0,51,1
"38",98,0,18,0
"39",50,0,50,1
"40",0,0,18,0
"41",0,0,18,0
"42",0,0,18,0
"43",0,0,18,0
"44",0,0,18,0
"45",75,0,18,0
"46",89,0,18,0
"47",0,0,18,0
"48",14,0,18,0
"49",6,0,18,0
"50",35,0,18,0
"51",0,0,18,0
"52",25,0,18,0
"53",0,0,18,0
"54",0,0,18,0
"55",34,0,18,0
"56",0,0,18,0
"57",36,0,36,1
"58",67,0,18,0
"59",0,0,18,0
"60",22,0,18,0
"61",18,0,18,1
"62",63,0,18,0
"63",0,0,18,0
"64",0,0,22,0
"65",57,0,22,0
"66",50,0,50,1
"67",0,0,18,0
"68",80,0,18,0
"69",0,0,18,0
"70",9,0,9,1
"71",0,0,18,0
"72",0,0,18,0
"73",0,0,18,0
"74",0,0,18,0
"75",35,0,18,0
"76",0,0,18,0
"77",80,0,18,0
"78",0,0,18,0
"79",0,0,18,0
"80",0,0,18,0
"81",22,0,22,1
"82",18,0,18,1
"83",29,0,29,1
"84",0,0,18,0
"85",18,0,18,1
"86",0,0,18,0
"87",0,0,18,0
"88",0,0,18,0
"89",56,0,18,0
"90",0,0,18,0
"91",9,0,9,1
"92",9,0,9,1
"93",0,0,18,0
"94",83,0,18,0
"95",0,0,18,0
"96",0,0,18,0
"97",36,0,36,1
"98",9,0,9,1
"99",18,0,22,0
"100",89,0,18,0
"101",18,0,22,0
"102",0,0,18,0
"103",62,0,18,0
"104",31,0,18,0
"105",18,0,18,1
"106",34,0,18,0
"107",35,0,18,0
"108",0,0,18,0
"109",90,0,18,0
"110",19,0,18,0
"111",2,0,2,1
"112",50,0,50,1
"113",18,0,18,1
"114",37,0,18,0
"115",83,0,18,0
"116",18,0,18,1
"117",83,0,18,0
"118",80,0,18,0
"119",57,0,18,0
"120",72,0,18,0
"121",70,0,70,1
"122",22,0,18,0
"123",70,0,70,1
"124",28,0,36,0
"125",4,0,4,1
"126",0,0,18,0
"127",18,0,18,1
"128",89,0,18,0
"129",0,0,18,0
"130",50,0,50,1
"131",22,0,18,0
"132",50,0,50,1
"133",0,0,18,0
"134",0,0,65,0
"135",0,0,65,0
"136",0,0,65,0
"137",54,0,54,1
"138",0,0,65,0
"139",34,0,34,1
"140",87,0,87,1
"141",11,0,10,0
"142",0,0,65,0
"143",0,0,65,0
"144",0,0,65,0
"145",0,0,65,0
"146",65,0,65,1
"147",0,0,65,0
"148",0,0,65,0
