"","selected_First_branch","selected_Second_branch","selected_br","cat"
"1",6,0,6,1
"2",9,0,9,1
"3",15,0,15,1
"4",80,0,80,1
"5",51,0,51,1
"6",84,0,84,1
"7",76,0,76,1
"8",98,0,98,1
"9",6,0,6,1
"10",72,0,72,1
"11",18,0,22,0
"12",50,0,50,1
"13",22,0,22,1
"14",67,0,67,1
"15",88,0,88,1
"16",18,0,18,1
"17",57,0,57,1
"18",22,0,22,1
"19",39,0,39,1
"20",13,0,13,1
"21",50,0,50,1
"22",80,0,22,0
"23",51,0,51,1
"24",36,0,36,1
"25",51,0,51,1
"26",84,0,84,1
"27",50,0,50,1
"28",37,0,37,1
"29",18,0,18,1
"30",22,0,22,1
"31",18,0,18,1
"32",83,0,83,1
"33",68,0,68,1
"34",37,0,37,1
"35",18,0,18,1
"36",72,0,72,1
"37",25,0,25,1
"38",4,0,4,1
"39",50,0,50,1
"40",89,0,89,1
"41",65,0,65,1
"42",42,0,42,1
"43",99,0,24,0
"44",24,0,24,1
"45",76,0,76,1
"46",9,0,9,1
"47",24,0,24,1
"48",9,0,9,1
"49",4,0,4,1
"50",26,0,26,1
"51",4,0,4,1
"52",76,0,76,1
"53",38,0,38,1
"54",4,0,4,1
"55",12,0,12,1
"56",23,0,23,1
"57",99,0,99,1
"58",4,0,4,1
"59",4,0,4,1
"60",4,0,4,1
"61",81,0,81,1
"62",4,0,4,1
"63",75,0,75,1
"64",25,0,25,1
"65",9,0,9,1
"66",24,0,24,1
"67",82,0,82,1
"68",39,0,39,1
"69",92,0,92,1
"70",36,0,36,1
"71",25,0,25,1
"72",4,0,4,1
"73",14,0,12,0
"74",26,0,26,1
"75",70,0,70,1
"76",24,0,24,1
"77",81,0,81,1
"78",24,0,24,1
"79",62,0,62,1
"80",65,0,65,1
"81",51,0,51,1
"82",30,0,30,1
"83",85,0,85,1
"84",6,0,6,1
"85",4,0,4,1
"86",68,0,68,1
"87",73,0,68,0
"88",7,0,6,0
"89",4,0,4,1
"90",69,0,69,1
"91",45,0,45,1
"92",2,0,2,1
"93",68,0,68,1
"94",28,0,28,1
"95",4,0,4,1
"96",85,0,85,1
"97",4,0,4,1
"98",22,0,22,1
"99",89,0,89,1
"100",52,0,52,1
"101",68,0,68,1
"102",41,0,41,1
"103",30,0,30,1
"104",59,0,59,1
"105",66,0,66,1
"106",27,0,27,1
"107",85,0,85,1
