"","selected_First_branch","selected_Second_branch","selected_br","cat"
"1",17,0,18,0
"2",6,0,6,1
"3",35,0,35,1
"4",15,0,15,1
"5",80,0,80,1
"6",98,0,18,0
"7",21,0,21,1
"8",6,0,6,1
"9",76,0,76,1
"10",34,0,34,1
"11",67,0,67,1
"12",39,0,39,1
"13",18,0,18,1
"14",18,0,18,1
"15",72,0,72,1
"16",36,0,36,1
"17",22,0,22,1
"18",18,0,18,1
"19",68,0,68,1
"20",25,0,25,1
"21",91,0,91,1
"22",55,0,55,1
"23",35,0,35,1
"24",72,0,72,1
"25",22,0,22,1
"26",22,0,22,1
"27",68,0,68,1
"28",34,0,34,1
"29",68,0,68,1
"30",68,0,68,1
"31",51,0,51,1
"32",55,0,55,1
"33",68,0,68,1
"34",68,0,68,1
"35",42,0,42,1
"36",34,0,34,1
"37",34,0,34,1
"38",47,0,47,1
"39",77,0,77,1
"40",22,0,22,1
"41",44,0,44,1
"42",63,0,63,1
"43",60,0,60,1
"44",63,0,63,1
"45",78,0,78,1
"46",76,0,76,1
"47",31,0,31,1
"48",66,0,66,1
"49",10,0,10,1
"50",87,0,87,1
"51",44,0,44,1
"52",44,0,44,1
"53",44,0,44,1
"54",10,0,10,1
"55",44,0,44,1
"56",55,0,55,1
"57",10,0,10,1
"58",54,0,54,1
"59",40,0,40,1
"60",10,0,10,1
"61",54,0,54,1
"62",2,0,2,1
"63",52,0,52,1
"64",55,0,55,1
"65",69,0,67,0
"66",43,0,43,1
"67",85,0,85,1
"68",52,0,52,1
"69",78,0,78,1
"70",83,0,83,1
"71",78,0,78,1
"72",94,0,94,1
"73",86,0,86,1
"74",15,0,13,0
"75",80,0,80,1
"76",97,0,55,0
"77",97,0,85,0
"78",42,0,42,1
"79",86,0,86,1
"80",85,0,97,0
"81",6,0,6,1
"82",10,0,10,1
"83",97,0,6,0
"84",10,0,10,1
"85",99,0,99,1
"86",12,0,12,1
"87",87,0,87,1
"88",81,0,81,1
"89",5,0,5,1
"90",10,0,10,1
"91",6,0,6,1
"92",10,0,10,1
"93",67,0,67,1
"94",99,0,99,1
"95",10,0,10,1
"96",9,0,9,1
"97",10,0,10,1
"98",6,0,6,1
"99",41,0,41,1
"100",34,0,34,1
"101",98,0,98,1
"102",71,0,71,1
"103",47,0,47,1
"104",67,0,67,1
"105",20,0,20,1
"106",23,0,23,1
"107",58,0,58,1
"108",67,0,67,1
"109",93,0,93,1
"110",32,0,32,1
"111",67,0,67,1
"112",47,0,45,0
"113",79,0,79,1
"114",54,0,54,1
"115",58,0,58,1
"116",67,0,67,1
"117",25,0,23,0
"118",61,0,61,1
"119",84,0,84,1
"120",64,0,64,1
"121",66,0,66,1
"122",44,0,44,1
"123",48,0,48,1
"124",48,0,48,1
"125",47,0,47,1
"126",40,0,40,1
"127",54,0,54,1
"128",40,0,40,1
"129",75,0,75,1
"130",39,0,39,1
"131",48,0,48,1
"132",48,0,48,1
"133",40,0,40,1
"134",60,0,60,1
"135",59,0,59,1
"136",21,0,21,1
"137",11,0,11,1
"138",81,0,81,1
"139",48,0,48,1
"140",63,0,63,1
"141",95,0,95,1
"142",12,0,12,1
"143",36,0,36,1
"144",6,0,6,1
"145",12,0,12,1
"146",99,0,99,1
"147",19,0,19,1
"148",62,0,62,1
"149",53,0,53,1
"150",60,0,60,1
"151",10,0,10,1
"152",91,0,91,1
"153",40,0,40,1
"154",6,0,6,1
"155",12,0,12,1
"156",12,0,12,1
"157",56,0,56,1
"158",70,0,70,1
"159",19,0,19,1
"160",54,0,54,1
"161",71,0,71,1
"162",99,0,99,1
"163",68,0,68,1
"164",57,0,57,1
"165",41,0,41,1
"166",69,0,69,1
"167",53,0,53,1
"168",41,0,41,1
"169",34,0,34,1
"170",26,0,26,1
"171",20,0,20,1
"172",6,0,6,1
"173",68,0,68,1
"174",44,0,44,1
"175",25,0,25,1
"176",96,0,96,1
"177",26,0,26,1
"178",3,0,3,1
"179",57,0,57,1
"180",4,0,4,1
"181",81,0,81,1
"182",70,0,70,1
"183",2,0,2,1
"184",2,0,2,1
"185",81,0,99,0
"186",37,0,37,1
"187",86,0,86,1
"188",70,0,70,1
"189",67,0,67,1
"190",70,0,70,1
"191",18,0,18,1
"192",81,0,81,1
"193",70,0,70,1
"194",93,0,93,1
"195",70,0,70,1
"196",90,0,81,0
"197",14,0,14,1
"198",93,0,93,1
"199",99,0,99,1
"200",70,0,70,1
