"","selected_First_branch","selected_Second_branch","selected_br","cat"
"1",17,0,17,1
"2",6,0,6,1
"3",35,0,35,1
"4",15,0,18,0
"5",80,0,80,1
"6",98,0,98,1
"7",21,0,21,1
"8",6,0,6,1
"9",76,0,76,1
"10",34,0,18,0
"11",67,0,66,0
"12",39,0,39,1
"13",18,0,18,1
"14",18,0,18,1
"15",72,0,72,1
"16",36,0,36,1
"17",22,0,22,1
"18",18,0,22,0
"19",68,0,18,0
"20",25,0,25,1
"21",91,0,91,1
"22",55,0,55,1
"23",35,0,35,1
"24",72,0,72,1
"25",22,0,22,1
"26",22,0,22,1
"27",68,0,68,1
"28",34,0,34,1
"29",68,0,68,1
"30",68,0,68,1
"31",51,0,51,1
"32",55,0,55,1
"33",68,0,68,1
"34",68,0,68,1
"35",42,0,42,1
"36",34,0,34,1
"37",34,0,34,1
"38",47,0,74,0
"39",77,0,77,1
"40",22,0,22,1
"41",30,0,30,1
"42",44,0,44,1
"43",44,0,44,1
"44",44,0,44,1
"45",62,0,62,1
"46",58,0,58,1
"47",20,0,20,1
"48",44,0,44,1
"49",10,0,10,1
"50",83,0,83,1
"51",32,0,32,1
"52",23,0,23,1
"53",32,0,32,1
"54",10,0,10,1
"55",31,0,31,1
"56",41,0,41,1
"57",10,0,10,1
"58",41,0,41,1
"59",22,0,22,1
"60",10,0,10,1
"61",64,0,64,1
"62",2,0,2,1
"63",64,0,64,1
"64",64,0,64,1
"65",72,0,72,1
"66",28,0,28,1
"67",87,0,87,1
"68",61,0,61,1
"69",81,0,81,1
"70",84,0,84,1
"71",81,0,81,1
"72",81,0,81,1
"73",89,0,89,1
"74",87,0,87,1
"75",13,0,13,1
"76",87,0,99,0
"77",84,0,84,1
"78",99,0,99,1
"79",96,0,96,1
"80",28,0,28,1
"81",10,0,10,1
"82",42,0,42,1
"83",79,0,79,1
"84",34,0,34,1
"85",94,0,94,1
"86",43,0,43,1
"87",78,0,78,1
"88",76,0,76,1
"89",2,0,2,1
"90",24,0,24,1
"91",5,0,5,1
"92",21,0,21,1
"93",73,0,73,1
"94",91,0,91,1
"95",41,0,41,1
"96",18,0,18,1
"97",27,0,27,1
"98",10,0,10,1
"99",53,0,10,0
"100",47,0,47,1
"101",98,0,98,1
"102",71,0,71,1
"103",47,0,47,1
"104",67,0,67,1
"105",20,0,20,1
"106",23,0,23,1
"107",58,0,58,1
"108",67,0,67,1
"109",93,0,94,0
"110",32,0,32,1
"111",67,0,67,1
"112",47,0,45,0
"113",79,0,79,1
"114",54,0,54,1
"115",58,0,58,1
"116",67,0,67,1
"117",25,0,25,1
"118",61,0,31,0
"119",84,0,84,1
"120",64,0,64,1
"121",88,0,88,1
"122",54,0,54,1
"123",85,0,85,1
"124",70,0,70,1
"125",60,0,60,1
"126",88,0,88,1
"127",9,0,9,1
"128",54,0,54,1
"129",89,0,89,1
"130",31,0,31,1
"131",22,0,22,1
"132",82,0,82,1
"133",75,0,75,1
"134",53,0,88,0
"135",88,0,98,0
"136",88,0,88,1
"137",19,0,19,1
"138",10,0,10,1
"139",63,0,63,1
"140",88,0,88,1
"141",74,0,74,1
"142",71,0,71,1
"143",9,0,9,1
"144",38,0,38,1
"145",93,0,93,1
"146",38,0,38,1
"147",88,0,88,1
"148",69,0,69,1
"149",50,0,50,1
"150",69,0,69,1
"151",19,0,19,1
"152",58,0,58,1
"153",42,0,42,1
"154",88,0,88,1
"155",86,0,86,1
"156",71,0,71,1
"157",92,0,92,1
"158",9,0,9,1
"159",95,0,95,1
"160",70,0,70,1
"161",87,0,87,1
"162",28,0,28,1
"163",15,0,15,1
"164",77,0,77,1
"165",32,0,32,1
"166",28,0,28,1
"167",23,0,23,1
"168",87,0,87,1
"169",70,0,70,1
"170",69,0,69,1
"171",33,0,33,1
"172",23,0,23,1
"173",15,0,15,1
"174",11,0,11,1
"175",28,0,28,1
"176",4,0,4,1
"177",70,0,70,1
"178",4,0,4,1
"179",69,0,69,1
"180",27,0,27,1
"181",58,0,58,1
"182",23,0,23,1
"183",64,0,64,1
"184",3,0,3,1
"185",3,0,3,1
"186",84,0,84,1
"187",37,0,37,1
"188",16,0,16,1
"189",89,0,89,1
"190",59,0,59,1
"191",64,0,64,1
"192",3,0,3,1
"193",84,0,84,1
"194",58,0,58,1
"195",5,0,5,1
"196",84,0,84,1
"197",94,0,92,0
"198",39,0,37,0
"199",69,0,69,1
"200",92,0,92,1
"201",99,0,99,1
"202",41,0,41,1
"203",85,0,85,1
