"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","58","58","20","0.2","0","Ternary","0","0","MO"
"2","39","45","20","0.2","0","Ternary","0","0","MO"
"3","31","33","20","0.2","0","Ternary","0","0","MO"
"4","71","71","20","0.2","0","Ternary","0","0","MO"
"5","49","51","20","0.2","0","Ternary","0","0","MO"
"6","35","35","20","0.2","0","Ternary","0","0","MO"
"7","43","43","20","0.2","0","Ternary","0","0","MO"
"8","43","44","20","0.2","0","Ternary","0","0","MO"
"9","56","56","20","0.2","0","Ternary","0","0","MO"
"10","48","51","20","0.2","0","Ternary","0","0","MO"
"11","67","67","20","0.2","0","Ternary","0","0","MO"
"12","61","67","20","0.2","0","Ternary","0","0","MO"
"13","64","65","20","0.2","0","Ternary","0","0","MO"
"14","44","51","20","0.2","0","Ternary","0","0","MO"
"15","84","84","20","0.2","0","Ternary","0","0","MO"
"16","52","57","20","0.2","0","Ternary","0","0","MO"
"17","49","49","20","0.2","0","Ternary","0","0","MO"
"18","48","48","20","0.2","0","Ternary","0","0","MO"
"19","70","73","20","0.2","0","Ternary","0","0","MO"
"20","56","56","20","0.2","0","Ternary","0","0","MO"
"21","48","57","20","0.2","0","Ternary","0","0","MO"
"22","53","53","20","0.2","0","Ternary","0","0","MO"
"23","30","36","20","0.2","0","Ternary","0","0","MO"
"24","64","64","20","0.2","0","Ternary","0","0","MO"
"25","108","109","20","0.2","0","Ternary","0","0","MO"
"26","51","51","20","0.2","0","Ternary","0","0","MO"
"27","132","132","20","0.2","0","Ternary","0","0","MO"
"28","67","67","20","0.2","0","Ternary","0","0","MO"
"29","106","106","20","0.2","0","Ternary","0","0","MO"
"30","34","34","20","0.2","0","Ternary","0","0","MO"
"31","48","51","20","0.2","0","Ternary","0","0","MO"
"32","49","50","20","0.2","0","Ternary","0","0","MO"
"33","35","44","20","0.2","0","Ternary","0","0","MO"
"34","81","81","20","0.2","0","Ternary","0","0","MO"
"35","59","59","20","0.2","0","Ternary","0","0","MO"
"36","34","34","20","0.2","0","Ternary","0","0","MO"
"37","34","34","20","0.2","0","Ternary","0","0","MO"
"38","34","40","20","0.2","0","Ternary","0","0","MO"
"39","55","60","20","0.2","0","Ternary","0","0","MO"
"40","52","56","20","0.2","0","Ternary","0","0","MO"
"41","49","53","20","0.2","0","Ternary","0","0","MO"
"42","24","27","20","0.2","0","Ternary","0","0","MO"
"43","43","51","20","0.2","0","Ternary","0","0","MO"
"44","64","64","20","0.2","0","Ternary","0","0","MO"
"45","71","79","20","0.2","0","Ternary","0","0","MO"
"46","67","67","20","0.2","0","Ternary","0","0","MO"
"47","114","114","20","0.2","0","Ternary","0","0","MO"
"48","51","51","20","0.2","0","Ternary","0","0","MO"
"49","41","47","20","0.2","0","Ternary","0","0","MO"
"50","72","72","20","0.2","0","Ternary","0","0","MO"
"51","82","82","20","0.2","0","Ternary","0","0","MO"
"52","39","39","20","0.2","0","Ternary","0","0","MO"
"53","40","40","20","0.2","0","Ternary","0","0","MO"
