"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","218","251","40","0.4","0","Ternary","0","0","MO"
"2","145","179","40","0.4","0","Ternary","0","0","MO"
"3","91","165","40","0.4","0","Ternary","0","0","MO"
"4","190","245","40","0.4","0","Ternary","0","0","MO"
"5","254","273","40","0.4","0","Ternary","0","0","MO"
"6","188","266","40","0.4","0","Ternary","0","0","MO"
"7","134","231","40","0.4","0","Ternary","0","0","MO"
"8","261","276","40","0.4","0","Ternary","0","0","MO"
"9","135","217","40","0.4","0","Ternary","0","0","MO"
"10","122","163","40","0.4","0","Ternary","0","0","MO"
"11","145","216","40","0.4","0","Ternary","0","0","MO"
"12","279","298","40","0.4","0","Ternary","0","0","MO"
"13","174","238","40","0.4","0","Ternary","0","0","MO"
"14","157","194","40","0.4","0","Ternary","0","0","MO"
"15","288","342","40","0.4","0","Ternary","0","0","MO"
"16","127","202","40","0.4","0","Ternary","0","0","MO"
"17","181","206","40","0.4","0","Ternary","0","0","MO"
"18","165","325","40","0.4","0","Ternary","0","0","MO"
"19","89","233","40","0.4","0","Ternary","0","0","MO"
"20","184","252","40","0.4","0","Ternary","0","0","MO"
"21","188","224","40","0.4","0","Ternary","0","0","MO"
"22","171","211","40","0.4","0","Ternary","0","0","MO"
"23","308","358","40","0.4","0","Ternary","0","0","MO"
"24","207","226","40","0.4","0","Ternary","0","0","MO"
"25","100","228","40","0.4","0","Ternary","0","0","MO"
"26","220","232","40","0.4","0","Ternary","0","0","MO"
"27","290","324","40","0.4","0","Ternary","0","0","MO"
"28","164","206","40","0.4","0","Ternary","0","0","MO"
"29","197","240","40","0.4","0","Ternary","0","0","MO"
"30","148","185","40","0.4","0","Ternary","0","0","MO"
"31","126","181","40","0.4","0","Ternary","0","0","MO"
"32","101","165","40","0.4","0","Ternary","0","0","MO"
"33","88","167","40","0.4","0","Ternary","0","0","MO"
"34","129","171","40","0.4","0","Ternary","0","0","MO"
"35","176","321","40","0.4","0","Ternary","0","0","MO"
"36","106","181","40","0.4","0","Ternary","0","0","MO"
"37","199","218","40","0.4","0","Ternary","0","0","MO"
"38","176","285","40","0.4","0","Ternary","0","0","MO"
"39","246","284","40","0.4","0","Ternary","0","0","MO"
"40","179","214","40","0.4","0","Ternary","0","0","MO"
"41","266","312","40","0.4","0","Ternary","0","0","MO"
"42","158","213","40","0.4","0","Ternary","0","0","MO"
"43","196","216","40","0.4","0","Ternary","0","0","MO"
"44","285","357","40","0.4","0","Ternary","0","0","MO"
"45","204","209","40","0.4","0","Ternary","0","0","MO"
"46","220","247","40","0.4","0","Ternary","0","0","MO"
"47","470","532","40","0.4","0","Ternary","0","0","MO"
"48","133","227","40","0.4","0","Ternary","0","0","MO"
"49","219","227","40","0.4","0","Ternary","0","0","MO"
"50","140","245","40","0.4","0","Ternary","0","0","MO"
"51","161","199","40","0.4","0","Ternary","0","0","MO"
"52","132","175","40","0.4","0","Ternary","0","0","MO"
"53","212","240","40","0.4","0","Ternary","0","0","MO"
"54","134","201","40","0.4","0","Ternary","0","0","MO"
"55","173","229","40","0.4","0","Ternary","0","0","MO"
"56","247","264","40","0.4","0","Ternary","0","0","MO"
"57","203","220","40","0.4","0","Ternary","0","0","MO"
"58","106","216","40","0.4","0","Ternary","0","0","MO"
"59","187","205","40","0.4","0","Ternary","0","0","MO"
"60","133","144","40","0.4","0","Ternary","0","0","MO"
"61","100","176","40","0.4","0","Ternary","0","0","MO"
"62","116","160","40","0.4","0","Ternary","0","0","MO"
"63","101","148","40","0.4","0","Ternary","0","0","MO"
"64","109","211","40","0.4","0","Ternary","0","0","MO"
"65","240","315","40","0.4","0","Ternary","0","0","MO"
"66","142","162","40","0.4","0","Ternary","0","0","MO"
"67","263","278","40","0.4","0","Ternary","0","0","MO"
"68","218","253","40","0.4","0","Ternary","0","0","MO"
"69","220","220","40","0.4","0","Ternary","0","0","MO"
"70","173","218","40","0.4","0","Ternary","0","0","MO"
"71","139","187","40","0.4","0","Ternary","0","0","MO"
"72","353","372","40","0.4","0","Ternary","0","0","MO"
"73","308","400","40","0.4","0","Ternary","0","0","MO"
"74","480","489","40","0.4","0","Ternary","0","0","MO"
"75","243","301","40","0.4","0","Ternary","0","0","MO"
"76","267","305","40","0.4","0","Ternary","0","0","MO"
"77","158","254","40","0.4","0","Ternary","0","0","MO"
"78","247","305","40","0.4","0","Ternary","0","0","MO"
"79","249","317","40","0.4","0","Ternary","0","0","MO"
"80","352","406","40","0.4","0","Ternary","0","0","MO"
"81","137","206","40","0.4","0","Ternary","0","0","MO"
"82","288","324","40","0.4","0","Ternary","0","0","MO"
"83","99","208","40","0.4","0","Ternary","0","0","MO"
"84","231","291","40","0.4","0","Ternary","0","0","MO"
"85","152","199","40","0.4","0","Ternary","0","0","MO"
"86","200","215","40","0.4","0","Ternary","0","0","MO"
"87","118","209","40","0.4","0","Ternary","0","0","MO"
"88","160","187","40","0.4","0","Ternary","0","0","MO"
"89","264","280","40","0.4","0","Ternary","0","0","MO"
"90","190","223","40","0.4","0","Ternary","0","0","MO"
"91","180","224","40","0.4","0","Ternary","0","0","MO"
"92","221","308","40","0.4","0","Ternary","0","0","MO"
"93","280","300","40","0.4","0","Ternary","0","0","MO"
"94","130","189","40","0.4","0","Ternary","0","0","MO"
"95","321","341","40","0.4","0","Ternary","0","0","MO"
"96","190","229","40","0.4","0","Ternary","0","0","MO"
"97","143","172","40","0.4","0","Ternary","0","0","MO"
"98","187","251","40","0.4","0","Ternary","0","0","MO"
"99","222","249","40","0.4","0","Ternary","0","0","MO"
"100","322","343","40","0.4","0","Ternary","0","0","MO"
