"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","146","179","40","0.4","0","Ternary","0","0","MO"
"2","122","150","40","0.4","0","Ternary","0","0","MO"
"3","91","151","40","0.4","0","Ternary","0","0","MO"
"4","146","161","40","0.4","0","Ternary","0","0","MO"
"5","116","126","40","0.4","0","Ternary","0","0","MO"
"6","152","210","40","0.4","0","Ternary","0","0","MO"
"7","133","155","40","0.4","0","Ternary","0","0","MO"
"8","261","273","40","0.4","0","Ternary","0","0","MO"
"9","135","149","40","0.4","0","Ternary","0","0","MO"
"10","84","111","40","0.4","0","Ternary","0","0","MO"
"11","103","141","40","0.4","0","Ternary","0","0","MO"
"12","171","175","40","0.4","0","Ternary","0","0","MO"
"13","94","136","40","0.4","0","Ternary","0","0","MO"
"14","142","172","40","0.4","0","Ternary","0","0","MO"
"15","288","309","40","0.4","0","Ternary","0","0","MO"
"16","127","172","40","0.4","0","Ternary","0","0","MO"
"17","117","130","40","0.4","0","Ternary","0","0","MO"
"18","165","263","40","0.4","0","Ternary","0","0","MO"
"19","67","141","40","0.4","0","Ternary","0","0","MO"
"20","184","211","40","0.4","0","Ternary","0","0","MO"
"21","182","218","40","0.4","0","Ternary","0","0","MO"
"22","131","171","40","0.4","0","Ternary","0","0","MO"
"23","125","176","40","0.4","0","Ternary","0","0","MO"
"24","143","158","40","0.4","0","Ternary","0","0","MO"
"25","100","212","40","0.4","0","Ternary","0","0","MO"
"26","184","190","40","0.4","0","Ternary","0","0","MO"
"27","129","158","40","0.4","0","Ternary","0","0","MO"
"28","134","176","40","0.4","0","Ternary","0","0","MO"
"29","132","157","40","0.4","0","Ternary","0","0","MO"
"30","130","153","40","0.4","0","Ternary","0","0","MO"
"31","126","160","40","0.4","0","Ternary","0","0","MO"
"32","101","145","40","0.4","0","Ternary","0","0","MO"
"33","88","147","40","0.4","0","Ternary","0","0","MO"
"34","80","115","40","0.4","0","Ternary","0","0","MO"
"35","134","210","40","0.4","0","Ternary","0","0","MO"
"36","70","134","40","0.4","0","Ternary","0","0","MO"
"37","165","184","40","0.4","0","Ternary","0","0","MO"
"38","120","175","40","0.4","0","Ternary","0","0","MO"
"39","118","132","40","0.4","0","Ternary","0","0","MO"
"40","149","180","40","0.4","0","Ternary","0","0","MO"
"41","164","183","40","0.4","0","Ternary","0","0","MO"
"42","72","122","40","0.4","0","Ternary","0","0","MO"
"43","168","188","40","0.4","0","Ternary","0","0","MO"
"44","93","117","40","0.4","0","Ternary","0","0","MO"
"45","182","184","40","0.4","0","Ternary","0","0","MO"
"46","168","182","40","0.4","0","Ternary","0","0","MO"
"47","470","532","40","0.4","0","Ternary","0","0","MO"
"48","121","151","40","0.4","0","Ternary","0","0","MO"
"49","199","199","40","0.4","0","Ternary","0","0","MO"
"50","140","206","40","0.4","0","Ternary","0","0","MO"
"51","161","174","40","0.4","0","Ternary","0","0","MO"
"52","132","165","40","0.4","0","Ternary","0","0","MO"
"53","212","235","40","0.4","0","Ternary","0","0","MO"
"54","134","180","40","0.4","0","Ternary","0","0","MO"
"55","154","166","40","0.4","0","Ternary","0","0","MO"
"56","157","164","40","0.4","0","Ternary","0","0","MO"
"57","146","161","40","0.4","0","Ternary","0","0","MO"
"58","106","163","40","0.4","0","Ternary","0","0","MO"
"59","187","188","40","0.4","0","Ternary","0","0","MO"
"60","126","132","40","0.4","0","Ternary","0","0","MO"
"61","100","125","40","0.4","0","Ternary","0","0","MO"
"62","100","125","40","0.4","0","Ternary","0","0","MO"
"63","87","124","40","0.4","0","Ternary","0","0","MO"
"64","109","147","40","0.4","0","Ternary","0","0","MO"
"65","75","112","40","0.4","0","Ternary","0","0","MO"
"66","142","147","40","0.4","0","Ternary","0","0","MO"
"67","103","112","40","0.4","0","Ternary","0","0","MO"
"68","218","227","40","0.4","0","Ternary","0","0","MO"
"69","220","220","40","0.4","0","Ternary","0","0","MO"
"70","173","200","40","0.4","0","Ternary","0","0","MO"
"71","106","107","40","0.4","0","Ternary","0","0","MO"
"72","155","166","40","0.4","0","Ternary","0","0","MO"
"73","233","320","40","0.4","0","Ternary","0","0","MO"
"74","144","149","40","0.4","0","Ternary","0","0","MO"
