"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","801","854","80","0.2","0","Ternary","0","0","MO"
"2","658","700","80","0.2","0","Ternary","0","0","MO"
"3","720","742","80","0.2","0","Ternary","0","0","MO"
"4","617","730","80","0.2","0","Ternary","0","0","MO"
"5","733","765","80","0.2","0","Ternary","0","0","MO"
"6","560","560","80","0.2","0","Ternary","0","0","MO"
"7","652","685","80","0.2","0","Ternary","0","0","MO"
"8","710","719","80","0.2","0","Ternary","0","0","MO"
"9","659","668","80","0.2","0","Ternary","0","0","MO"
"10","846","896","80","0.2","0","Ternary","0","0","MO"
"11","687","698","80","0.2","0","Ternary","0","0","MO"
"12","632","688","80","0.2","0","Ternary","0","0","MO"
"13","521","546","80","0.2","0","Ternary","0","0","MO"
"14","774","774","80","0.2","0","Ternary","0","0","MO"
"15","526","526","80","0.2","0","Ternary","0","0","MO"
"16","874","893","80","0.2","0","Ternary","0","0","MO"
"17","412","412","80","0.2","0","Ternary","0","0","MO"
"18","509","512","80","0.2","0","Ternary","0","0","MO"
"19","1216","1264","80","0.2","0","Ternary","0","0","MO"
"20","548","574","80","0.2","0","Ternary","0","0","MO"
"21","566","599","80","0.2","0","Ternary","0","0","MO"
"22","566","597","80","0.2","0","Ternary","0","0","MO"
"23","680","680","80","0.2","0","Ternary","0","0","MO"
"24","616","616","80","0.2","0","Ternary","0","0","MO"
"25","888","929","80","0.2","0","Ternary","0","0","MO"
"26","539","540","80","0.2","0","Ternary","0","0","MO"
"27","645","677","80","0.2","0","Ternary","0","0","MO"
"28","1016","1060","80","0.2","0","Ternary","0","0","MO"
"29","1759","1760","80","0.2","0","Ternary","0","0","MO"
"30","642","666","80","0.2","0","Ternary","0","0","MO"
"31","1144","1144","80","0.2","0","Ternary","0","0","MO"
"32","640","640","80","0.2","0","Ternary","0","0","MO"
"33","510","525","80","0.2","0","Ternary","0","0","MO"
"34","536","599","80","0.2","0","Ternary","0","0","MO"
"35","1270","1445","80","0.2","0","Ternary","0","0","MO"
"36","783","845","80","0.2","0","Ternary","0","0","MO"
"37","577","639","80","0.2","0","Ternary","0","0","MO"
"38","711","737","80","0.2","0","Ternary","0","0","MO"
"39","624","624","80","0.2","0","Ternary","0","0","MO"
"40","667","681","80","0.2","0","Ternary","0","0","MO"
"41","749","845","80","0.2","0","Ternary","0","0","MO"
"42","1103","1114","80","0.2","0","Ternary","0","0","MO"
"43","650","666","80","0.2","0","Ternary","0","0","MO"
"44","735","783","80","0.2","0","Ternary","0","0","MO"
"45","576","611","80","0.2","0","Ternary","0","0","MO"
"46","680","699","80","0.2","0","Ternary","0","0","MO"
"47","1243","1249","80","0.2","0","Ternary","0","0","MO"
"48","469","481","80","0.2","0","Ternary","0","0","MO"
"49","467","508","80","0.2","0","Ternary","0","0","MO"
"50","722","739","80","0.2","0","Ternary","0","0","MO"
"51","894","903","80","0.2","0","Ternary","0","0","MO"
"52","480","529","80","0.2","0","Ternary","0","0","MO"
"53","525","569","80","0.2","0","Ternary","0","0","MO"
"54","602","616","80","0.2","0","Ternary","0","0","MO"
"55","694","801","80","0.2","0","Ternary","0","0","MO"
"56","946","946","80","0.2","0","Ternary","0","0","MO"
"57","842","914","80","0.2","0","Ternary","0","0","MO"
"58","605","625","80","0.2","0","Ternary","0","0","MO"
"59","586","612","80","0.2","0","Ternary","0","0","MO"
"60","833","833","80","0.2","0","Ternary","0","0","MO"
"61","552","597","80","0.2","0","Ternary","0","0","MO"
"62","459","533","80","0.2","0","Ternary","0","0","MO"
"63","663","663","80","0.2","0","Ternary","0","0","MO"
"64","825","825","80","0.2","0","Ternary","0","0","MO"
"65","516","594","80","0.2","0","Ternary","0","0","MO"
"66","888","923","80","0.2","0","Ternary","0","0","MO"
"67","601","633","80","0.2","0","Ternary","0","0","MO"
"68","1433","1439","80","0.2","0","Ternary","0","0","MO"
"69","472","534","80","0.2","0","Ternary","0","0","MO"
"70","799","799","80","0.2","0","Ternary","0","0","MO"
"71","891","898","80","0.2","0","Ternary","0","0","MO"
"72","665","665","80","0.2","0","Ternary","0","0","MO"
