"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","797","854","80","0.4","0","Ternary","0","0","MO"
"2","395","584","80","0.4","0","Ternary","0","0","MO"
"3","414","545","80","0.4","0","Ternary","0","0","MO"
"4","453","629","80","0.4","0","Ternary","0","0","MO"
"5","484","698","80","0.4","0","Ternary","0","0","MO"
"6","360","536","80","0.4","0","Ternary","0","0","MO"
"7","500","670","80","0.4","0","Ternary","0","0","MO"
"8","626","664","80","0.4","0","Ternary","0","0","MO"
"9","695","849","80","0.4","0","Ternary","0","0","MO"
"10","463","766","80","0.4","0","Ternary","0","0","MO"
"11","1079","1153","80","0.4","0","Ternary","0","0","MO"
"12","1120","1174","80","0.4","0","Ternary","0","0","MO"
"13","691","706","80","0.4","0","Ternary","0","0","MO"
"14","481","656","80","0.4","0","Ternary","0","0","MO"
"15","690","846","80","0.4","0","Ternary","0","0","MO"
"16","387","715","80","0.4","0","Ternary","0","0","MO"
"17","1040","1252","80","0.4","0","Ternary","0","0","MO"
"18","560","669","80","0.4","0","Ternary","0","0","MO"
"19","446","544","80","0.4","0","Ternary","0","0","MO"
"20","752","946","80","0.4","0","Ternary","0","0","MO"
"21","464","700","80","0.4","0","Ternary","0","0","MO"
"22","690","818","80","0.4","0","Ternary","0","0","MO"
"23","625","684","80","0.4","0","Ternary","0","0","MO"
"24","708","790","80","0.4","0","Ternary","0","0","MO"
"25","741","1226","80","0.4","0","Ternary","0","0","MO"
"26","835","966","80","0.4","0","Ternary","0","0","MO"
"27","498","743","80","0.4","0","Ternary","0","0","MO"
"28","645","702","80","0.4","0","Ternary","0","0","MO"
"29","791","879","80","0.4","0","Ternary","0","0","MO"
"30","479","825","80","0.4","0","Ternary","0","0","MO"
"31","839","1000","80","0.4","0","Ternary","0","0","MO"
"32","316","497","80","0.4","0","Ternary","0","0","MO"
"33","523","623","80","0.4","0","Ternary","0","0","MO"
"34","537","588","80","0.4","0","Ternary","0","0","MO"
"35","590","615","80","0.4","0","Ternary","0","0","MO"
"36","576","672","80","0.4","0","Ternary","0","0","MO"
"37","777","880","80","0.4","0","Ternary","0","0","MO"
"38","1055","1121","80","0.4","0","Ternary","0","0","MO"
"39","1004","1027","80","0.4","0","Ternary","0","0","MO"
"40","581","654","80","0.4","0","Ternary","0","0","MO"
"41","444","497","80","0.4","0","Ternary","0","0","MO"
"42","739","830","80","0.4","0","Ternary","0","0","MO"
"43","845","1024","80","0.4","0","Ternary","0","0","MO"
"44","704","1204","80","0.4","0","Ternary","0","0","MO"
"45","612","644","80","0.4","0","Ternary","0","0","MO"
"46","982","1047","80","0.4","0","Ternary","0","0","MO"
"47","440","563","80","0.4","0","Ternary","0","0","MO"
"48","373","461","80","0.4","0","Ternary","0","0","MO"
"49","433","509","80","0.4","0","Ternary","0","0","MO"
