"","inferred_correct","inferred_all","true","numSites","alpha_para","beta_para","missing_index","genotype_para","Method"
"1",35,50,42,18,0.05,0.05,0,"Binary","SCITE"
"2",53,59,60,18,0.05,0.05,0,"Binary","SCITE"
"3",29,34,34,18,0.05,0.05,0,"Binary","SCITE"
"4",44,56,50,18,0.05,0.05,0,"Binary","SCITE"
"5",43,46,50,18,0.05,0.05,0,"Binary","SCITE"
"6",46,52,48,18,0.05,0.05,0,"Binary","SCITE"
"7",34,37,36,18,0.05,0.05,0,"Binary","SCITE"
"8",45,55,54,18,0.05,0.05,0,"Binary","SCITE"
"9",29,36,36,18,0.05,0.05,0,"Binary","SCITE"
"10",27,37,40,18,0.05,0.05,0,"Binary","SCITE"
"11",60,70,66,18,0.05,0.05,0,"Binary","SCITE"
"12",26,38,32,18,0.05,0.05,0,"Binary","SCITE"
"13",41,48,48,18,0.05,0.05,0,"Binary","SCITE"
"14",26,45,34,18,0.05,0.05,0,"Binary","SCITE"
"15",44,46,48,18,0.05,0.05,0,"Binary","SCITE"
"16",33,41,40,18,0.05,0.05,0,"Binary","SCITE"
"17",44,49,46,18,0.05,0.05,0,"Binary","SCITE"
"18",31,43,38,18,0.05,0.05,0,"Binary","SCITE"
"19",42,57,52,18,0.05,0.05,0,"Binary","SCITE"
"20",37,45,40,18,0.05,0.05,0,"Binary","SCITE"
"21",38,53,48,18,0.05,0.05,0,"Binary","SCITE"
"22",27,43,36,18,0.05,0.05,0,"Binary","SCITE"
"23",32,41,36,18,0.05,0.05,0,"Binary","SCITE"
"24",36,49,40,18,0.05,0.05,0,"Binary","SCITE"
"25",32,39,36,18,0.05,0.05,0,"Binary","SCITE"
"26",41,48,44,18,0.05,0.05,0,"Binary","SCITE"
"27",30,34,34,18,0.05,0.05,0,"Binary","SCITE"
"28",28,42,36,18,0.05,0.05,0,"Binary","SCITE"
"29",31,34,34,18,0.05,0.05,0,"Binary","SCITE"
"30",43,57,52,18,0.05,0.05,0,"Binary","SCITE"
"31",25,38,36,18,0.05,0.05,0,"Binary","SCITE"
"32",35,51,44,18,0.05,0.05,0,"Binary","SCITE"
"33",48,58,52,18,0.05,0.05,0,"Binary","SCITE"
"34",32,42,40,18,0.05,0.05,0,"Binary","SCITE"
"35",40,45,48,18,0.05,0.05,0,"Binary","SCITE"
"36",34,43,40,18,0.05,0.05,0,"Binary","SCITE"
"37",30,45,38,18,0.05,0.05,0,"Binary","SCITE"
"38",29,38,38,18,0.05,0.05,0,"Binary","SCITE"
"39",37,51,46,18,0.05,0.05,0,"Binary","SCITE"
"40",39,55,46,18,0.05,0.05,0,"Binary","SCITE"
"41",35,44,40,18,0.05,0.05,0,"Binary","SCITE"
"42",42,52,48,18,0.05,0.05,0,"Binary","SCITE"
"43",65,73,68,18,0.05,0.05,0,"Binary","SCITE"
"44",36,38,38,18,0.05,0.05,0,"Binary","SCITE"
"45",33,51,44,18,0.05,0.05,0,"Binary","SCITE"
"46",45,49,48,18,0.05,0.05,0,"Binary","SCITE"
"47",30,34,32,18,0.05,0.05,0,"Binary","SCITE"
"48",48,61,54,18,0.05,0.05,0,"Binary","SCITE"
"49",41,47,58,18,0.05,0.05,0,"Binary","SCITE"
"50",26,38,36,18,0.05,0.05,0,"Binary","SCITE"
"51",33,48,38,18,0.05,0.05,0,"Binary","SCITE"
"52",30,46,44,18,0.05,0.05,0,"Binary","SCITE"
"53",45,49,46,18,0.05,0.05,0,"Binary","SCITE"
"54",37,50,42,18,0.05,0.05,0,"Binary","SCITE"
"55",35,39,40,18,0.05,0.05,0,"Binary","SCITE"
"56",33,45,38,18,0.05,0.05,0,"Binary","SCITE"
"57",42,58,48,18,0.05,0.05,0,"Binary","SCITE"
"58",37,40,42,18,0.05,0.05,0,"Binary","SCITE"
"59",28,33,32,18,0.05,0.05,0,"Binary","SCITE"
"60",32,40,36,18,0.05,0.05,0,"Binary","SCITE"
"61",33,49,44,18,0.05,0.05,0,"Binary","SCITE"
"62",31,50,40,18,0.05,0.05,0,"Binary","SCITE"
"63",28,36,34,18,0.05,0.05,0,"Binary","SCITE"
"64",37,42,38,18,0.05,0.05,0,"Binary","SCITE"
"65",32,45,38,18,0.05,0.05,0,"Binary","SCITE"
"66",30,41,38,18,0.05,0.05,0,"Binary","SCITE"
"67",36,47,42,18,0.05,0.05,0,"Binary","SCITE"
"68",43,61,48,18,0.05,0.05,0,"Binary","SCITE"
"69",29,37,36,18,0.05,0.05,0,"Binary","SCITE"
"70",38,48,46,18,0.05,0.05,0,"Binary","SCITE"
"71",38,43,40,18,0.05,0.05,0,"Binary","SCITE"
"72",43,53,56,18,0.05,0.05,0,"Binary","SCITE"
"73",52,55,52,18,0.05,0.05,0,"Binary","SCITE"
"74",33,47,50,18,0.05,0.05,0,"Binary","SCITE"
"75",41,51,48,18,0.05,0.05,0,"Binary","SCITE"
"76",30,41,36,18,0.05,0.05,0,"Binary","SCITE"
"77",33,43,42,18,0.05,0.05,0,"Binary","SCITE"
"78",34,48,40,18,0.05,0.05,0,"Binary","SCITE"
"79",30,42,38,18,0.05,0.05,0,"Binary","SCITE"
"80",33,45,40,18,0.05,0.05,0,"Binary","SCITE"
"81",44,60,48,18,0.05,0.05,0,"Binary","SCITE"
"82",32,43,38,18,0.05,0.05,0,"Binary","SCITE"
"83",29,44,44,18,0.05,0.05,0,"Binary","SCITE"
"84",36,45,44,18,0.05,0.05,0,"Binary","SCITE"
"85",38,45,46,18,0.05,0.05,0,"Binary","SCITE"
"86",27,42,36,18,0.05,0.05,0,"Binary","SCITE"
"87",28,39,32,18,0.05,0.05,0,"Binary","SCITE"
"88",32,37,36,18,0.05,0.05,0,"Binary","SCITE"
"89",37,41,42,18,0.05,0.05,0,"Binary","SCITE"
"90",33,42,36,18,0.05,0.05,0,"Binary","SCITE"
"91",41,46,44,18,0.05,0.05,0,"Binary","SCITE"
"92",37,44,46,18,0.05,0.05,0,"Binary","SCITE"
"93",42,45,50,18,0.05,0.05,0,"Binary","SCITE"
"94",28,39,36,18,0.05,0.05,0,"Binary","SCITE"
"95",37,41,40,18,0.05,0.05,0,"Binary","SCITE"
"96",36,43,40,18,0.05,0.05,0,"Binary","SCITE"
"97",41,48,48,18,0.05,0.05,0,"Binary","SCITE"
"98",28,38,34,18,0.05,0.05,0,"Binary","SCITE"
"99",34,41,40,18,0.05,0.05,0,"Binary","SCITE"
"100",28,38,36,18,0.05,0.05,0,"Binary","SCITE"
"101",35,46,42,18,0.1,0.05,0,"Binary","SCITE"
"102",48,64,60,18,0.1,0.05,0,"Binary","SCITE"
"103",15,31,34,18,0.1,0.05,0,"Binary","SCITE"
"104",38,51,50,18,0.1,0.05,0,"Binary","SCITE"
"105",47,66,50,18,0.1,0.05,0,"Binary","SCITE"
"106",35,54,48,18,0.1,0.05,0,"Binary","SCITE"
"107",26,44,36,18,0.1,0.05,0,"Binary","SCITE"
"108",32,53,54,18,0.1,0.05,0,"Binary","SCITE"
"109",28,40,36,18,0.1,0.05,0,"Binary","SCITE"
"110",35,55,40,18,0.1,0.05,0,"Binary","SCITE"
"111",49,75,66,18,0.1,0.05,0,"Binary","SCITE"
"112",30,35,32,18,0.1,0.05,0,"Binary","SCITE"
"113",34,48,48,18,0.1,0.05,0,"Binary","SCITE"
"114",26,39,34,18,0.1,0.05,0,"Binary","SCITE"
"115",35,61,48,18,0.1,0.05,0,"Binary","SCITE"
"116",22,39,40,18,0.1,0.05,0,"Binary","SCITE"
"117",31,53,46,18,0.1,0.05,0,"Binary","SCITE"
"118",35,44,38,18,0.1,0.05,0,"Binary","SCITE"
"119",33,51,52,18,0.1,0.05,0,"Binary","SCITE"
"120",36,50,40,18,0.1,0.05,0,"Binary","SCITE"
"121",41,68,48,18,0.1,0.05,0,"Binary","SCITE"
"122",25,38,36,18,0.1,0.05,0,"Binary","SCITE"
"123",25,40,36,18,0.1,0.05,0,"Binary","SCITE"
"124",28,43,40,18,0.1,0.05,0,"Binary","SCITE"
"125",20,42,36,18,0.1,0.05,0,"Binary","SCITE"
"126",38,44,44,18,0.1,0.05,0,"Binary","SCITE"
"127",32,36,34,18,0.1,0.05,0,"Binary","SCITE"
"128",25,41,36,18,0.1,0.05,0,"Binary","SCITE"
"129",18,35,34,18,0.1,0.05,0,"Binary","SCITE"
"130",43,57,52,18,0.1,0.05,0,"Binary","SCITE"
"131",25,45,36,18,0.1,0.05,0,"Binary","SCITE"
"132",38,47,44,18,0.1,0.05,0,"Binary","SCITE"
"133",38,60,52,18,0.1,0.05,0,"Binary","SCITE"
"134",32,37,40,18,0.1,0.05,0,"Binary","SCITE"
"135",36,52,48,18,0.1,0.05,0,"Binary","SCITE"
"136",34,45,40,18,0.1,0.05,0,"Binary","SCITE"
"137",28,36,38,18,0.1,0.05,0,"Binary","SCITE"
"138",20,46,38,18,0.1,0.05,0,"Binary","SCITE"
"139",28,40,46,18,0.1,0.05,0,"Binary","SCITE"
"140",34,55,46,18,0.1,0.05,0,"Binary","SCITE"
"141",33,46,40,18,0.1,0.05,0,"Binary","SCITE"
"142",36,51,48,18,0.1,0.05,0,"Binary","SCITE"
"143",60,73,68,18,0.1,0.05,0,"Binary","SCITE"
"144",29,39,38,18,0.1,0.05,0,"Binary","SCITE"
"145",36,51,44,18,0.1,0.05,0,"Binary","SCITE"
"146",42,57,48,18,0.1,0.05,0,"Binary","SCITE"
"147",17,37,32,18,0.1,0.05,0,"Binary","SCITE"
"148",43,62,54,18,0.1,0.05,0,"Binary","SCITE"
"149",44,66,58,18,0.1,0.05,0,"Binary","SCITE"
"150",21,46,36,18,0.1,0.05,0,"Binary","SCITE"
"151",28,46,38,18,0.1,0.05,0,"Binary","SCITE"
"152",39,61,44,18,0.1,0.05,0,"Binary","SCITE"
"153",39,62,46,18,0.1,0.05,0,"Binary","SCITE"
"154",29,51,42,18,0.1,0.05,0,"Binary","SCITE"
"155",32,44,40,18,0.1,0.05,0,"Binary","SCITE"
"156",24,47,38,18,0.1,0.05,0,"Binary","SCITE"
"157",37,57,48,18,0.1,0.05,0,"Binary","SCITE"
"158",30,48,42,18,0.1,0.05,0,"Binary","SCITE"
"159",25,36,32,18,0.1,0.05,0,"Binary","SCITE"
"160",27,47,36,18,0.1,0.05,0,"Binary","SCITE"
"161",37,49,44,18,0.1,0.05,0,"Binary","SCITE"
"162",29,50,40,18,0.1,0.05,0,"Binary","SCITE"
"163",28,38,34,18,0.1,0.05,0,"Binary","SCITE"
"164",30,42,38,18,0.1,0.05,0,"Binary","SCITE"
"165",26,41,38,18,0.1,0.05,0,"Binary","SCITE"
"166",31,44,38,18,0.1,0.05,0,"Binary","SCITE"
"167",35,57,42,18,0.1,0.05,0,"Binary","SCITE"
"168",36,55,48,18,0.1,0.05,0,"Binary","SCITE"
"169",32,38,36,18,0.1,0.05,0,"Binary","SCITE"
"170",42,70,46,18,0.1,0.05,0,"Binary","SCITE"
"171",33,52,40,18,0.1,0.05,0,"Binary","SCITE"
"172",45,66,56,18,0.1,0.05,0,"Binary","SCITE"
"173",40,45,52,18,0.1,0.05,0,"Binary","SCITE"
"174",46,55,50,18,0.1,0.05,0,"Binary","SCITE"
"175",39,46,48,18,0.1,0.05,0,"Binary","SCITE"
"176",32,37,36,18,0.1,0.05,0,"Binary","SCITE"
"177",30,41,42,18,0.1,0.05,0,"Binary","SCITE"
"178",29,46,40,18,0.1,0.05,0,"Binary","SCITE"
"179",32,40,38,18,0.1,0.05,0,"Binary","SCITE"
"180",30,43,40,18,0.1,0.05,0,"Binary","SCITE"
"181",42,54,48,18,0.1,0.05,0,"Binary","SCITE"
"182",26,50,38,18,0.1,0.05,0,"Binary","SCITE"
"183",34,53,44,18,0.1,0.05,0,"Binary","SCITE"
"184",32,45,44,18,0.1,0.05,0,"Binary","SCITE"
"185",40,53,46,18,0.1,0.05,0,"Binary","SCITE"
"186",23,43,36,18,0.1,0.05,0,"Binary","SCITE"
"187",28,37,32,18,0.1,0.05,0,"Binary","SCITE"
"188",27,43,36,18,0.1,0.05,0,"Binary","SCITE"
"189",27,46,42,18,0.1,0.05,0,"Binary","SCITE"
"190",31,38,36,18,0.1,0.05,0,"Binary","SCITE"
"191",38,50,44,18,0.1,0.05,0,"Binary","SCITE"
