"","inferred","true","numSites","alpha_para","beta_para","missing_index","genotype_para","Method"
"1",12,16,18,0.05,0.05,0,"Binary","MO"
"2",13,16,18,0.05,0.05,0,"Binary","MO"
"3",11,16,18,0.05,0.05,0,"Binary","MO"
"4",9,16,18,0.05,0.05,0,"Binary","MO"
"5",7,16,18,0.05,0.05,0,"Binary","MO"
"6",5,16,18,0.05,0.05,0,"Binary","MO"
"7",8,16,18,0.05,0.05,0,"Binary","MO"
"8",11,16,18,0.05,0.05,0,"Binary","MO"
"9",13,16,18,0.05,0.05,0,"Binary","MO"
"10",11,16,18,0.05,0.05,0,"Binary","MO"
"11",10,16,18,0.05,0.05,0,"Binary","MO"
"12",12,16,18,0.05,0.05,0,"Binary","MO"
"13",7,16,18,0.05,0.05,0,"Binary","MO"
"14",15,16,18,0.05,0.05,0,"Binary","MO"
"15",10,16,18,0.05,0.05,0,"Binary","MO"
"16",10,16,18,0.05,0.05,0,"Binary","MO"
"17",14,16,18,0.05,0.05,0,"Binary","MO"
"18",10,16,18,0.05,0.05,0,"Binary","MO"
"19",14,16,18,0.05,0.05,0,"Binary","MO"
"20",12,16,18,0.05,0.05,0,"Binary","MO"
"21",13,16,18,0.05,0.05,0,"Binary","MO"
"22",9,16,18,0.05,0.05,0,"Binary","MO"
"23",13,16,18,0.05,0.05,0,"Binary","MO"
"24",5,16,18,0.05,0.05,0,"Binary","MO"
"25",9,16,18,0.05,0.05,0,"Binary","MO"
"26",11,16,18,0.05,0.05,0,"Binary","MO"
"27",7,16,18,0.05,0.05,0,"Binary","MO"
"28",14,16,18,0.05,0.05,0,"Binary","MO"
"29",13,16,18,0.05,0.05,0,"Binary","MO"
"30",13,16,18,0.05,0.05,0,"Binary","MO"
"31",12,16,18,0.05,0.05,0,"Binary","MO"
"32",12,16,18,0.05,0.05,0,"Binary","MO"
"33",9,16,18,0.05,0.05,0,"Binary","MO"
"34",13,16,18,0.05,0.05,0,"Binary","MO"
"35",9,16,18,0.05,0.05,0,"Binary","MO"
"36",11,16,18,0.05,0.05,0,"Binary","MO"
"37",13,16,18,0.05,0.05,0,"Binary","MO"
"38",8,16,18,0.05,0.05,0,"Binary","MO"
"39",15,16,18,0.05,0.05,0,"Binary","MO"
"40",8,16,18,0.05,0.05,0,"Binary","MO"
"41",12,16,18,0.05,0.05,0,"Binary","MO"
"42",11,16,18,0.05,0.05,0,"Binary","MO"
"43",12,16,18,0.05,0.05,0,"Binary","MO"
"44",11,16,18,0.05,0.05,0,"Binary","MO"
"45",8,16,18,0.05,0.05,0,"Binary","MO"
"46",12,16,18,0.05,0.05,0,"Binary","MO"
"47",11,16,18,0.05,0.05,0,"Binary","MO"
"48",14,16,18,0.05,0.05,0,"Binary","MO"
"49",15,16,18,0.05,0.05,0,"Binary","MO"
"50",13,16,18,0.05,0.05,0,"Binary","MO"
"51",13,16,18,0.05,0.05,0,"Binary","MO"
"52",13,16,18,0.05,0.05,0,"Binary","MO"
"53",8,16,18,0.05,0.05,0,"Binary","MO"
"54",9,16,18,0.05,0.05,0,"Binary","MO"
"55",12,16,18,0.05,0.05,0,"Binary","MO"
"56",12,16,18,0.05,0.05,0,"Binary","MO"
"57",14,16,18,0.05,0.05,0,"Binary","MO"
"58",7,16,18,0.05,0.05,0,"Binary","MO"
"59",8,16,18,0.05,0.05,0,"Binary","MO"
"60",12,16,18,0.05,0.05,0,"Binary","MO"
"61",9,16,18,0.05,0.05,0,"Binary","MO"
"62",4,16,18,0.05,0.05,0,"Binary","MO"
"63",13,16,18,0.05,0.05,0,"Binary","MO"
"64",9,16,18,0.05,0.05,0,"Binary","MO"
"65",11,16,18,0.05,0.05,0,"Binary","MO"
"66",9,16,18,0.05,0.05,0,"Binary","MO"
"67",11,16,18,0.05,0.05,0,"Binary","MO"
"68",14,16,18,0.05,0.05,0,"Binary","MO"
"69",11,16,18,0.05,0.05,0,"Binary","MO"
"70",12,16,18,0.05,0.05,0,"Binary","MO"
"71",7,16,18,0.05,0.05,0,"Binary","MO"
"72",8,16,18,0.05,0.05,0,"Binary","MO"
"73",10,16,18,0.05,0.05,0,"Binary","MO"
"74",12,16,18,0.05,0.05,0,"Binary","MO"
"75",12,16,18,0.05,0.05,0,"Binary","MO"
"76",9,16,18,0.05,0.05,0,"Binary","MO"
"77",12,16,18,0.05,0.05,0,"Binary","MO"
"78",12,16,18,0.05,0.05,0,"Binary","MO"
"79",12,16,18,0.05,0.05,0,"Binary","MO"
"80",12,16,18,0.05,0.05,0,"Binary","MO"
"81",12,16,18,0.05,0.05,0,"Binary","MO"
"82",14,16,18,0.05,0.05,0,"Binary","MO"
"83",13,16,18,0.05,0.05,0,"Binary","MO"
"84",11,16,18,0.05,0.05,0,"Binary","MO"
"85",12,16,18,0.05,0.05,0,"Binary","MO"
"86",9,16,18,0.05,0.05,0,"Binary","MO"
"87",8,16,18,0.05,0.05,0,"Binary","MO"
"88",7,16,18,0.05,0.05,0,"Binary","MO"
"89",13,16,18,0.05,0.05,0,"Binary","MO"
"90",10,16,18,0.05,0.05,0,"Binary","MO"
"91",14,16,18,0.05,0.05,0,"Binary","MO"
"92",9,16,18,0.05,0.05,0,"Binary","MO"
"93",11,16,18,0.05,0.05,0,"Binary","MO"
"94",10,16,18,0.05,0.05,0,"Binary","MO"
"95",14,16,18,0.05,0.05,0,"Binary","MO"
"96",11,16,18,0.05,0.05,0,"Binary","MO"
"97",6,16,18,0.05,0.05,0,"Binary","MO"
"98",10,16,18,0.05,0.05,0,"Binary","MO"
"99",9,16,18,0.05,0.05,0,"Binary","MO"
"100",12,16,18,0.05,0.05,0,"Binary","MO"
"101",6,16,18,0.1,0.05,0,"Binary","MO"
"102",8,16,18,0.1,0.05,0,"Binary","MO"
"103",10,16,18,0.1,0.05,0,"Binary","MO"
"104",14,16,18,0.1,0.05,0,"Binary","MO"
"105",8,16,18,0.1,0.05,0,"Binary","MO"
"106",8,16,18,0.1,0.05,0,"Binary","MO"
"107",8,16,18,0.1,0.05,0,"Binary","MO"
"108",4,16,18,0.1,0.05,0,"Binary","MO"
"109",15,16,18,0.1,0.05,0,"Binary","MO"
"110",14,16,18,0.1,0.05,0,"Binary","MO"
"111",8,16,18,0.1,0.05,0,"Binary","MO"
"112",12,16,18,0.1,0.05,0,"Binary","MO"
"113",10,16,18,0.1,0.05,0,"Binary","MO"
"114",13,16,18,0.1,0.05,0,"Binary","MO"
"115",10,16,18,0.1,0.05,0,"Binary","MO"
"116",10,16,18,0.1,0.05,0,"Binary","MO"
"117",9,16,18,0.1,0.05,0,"Binary","MO"
"118",8,16,18,0.1,0.05,0,"Binary","MO"
"119",8,16,18,0.1,0.05,0,"Binary","MO"
"120",12,16,18,0.1,0.05,0,"Binary","MO"
"121",13,16,18,0.1,0.05,0,"Binary","MO"
"122",8,16,18,0.1,0.05,0,"Binary","MO"
"123",5,16,18,0.1,0.05,0,"Binary","MO"
"124",5,16,18,0.1,0.05,0,"Binary","MO"
"125",12,16,18,0.1,0.05,0,"Binary","MO"
"126",9,16,18,0.1,0.05,0,"Binary","MO"
"127",9,16,18,0.1,0.05,0,"Binary","MO"
"128",9,16,18,0.1,0.05,0,"Binary","MO"
"129",11,16,18,0.1,0.05,0,"Binary","MO"
"130",14,16,18,0.1,0.05,0,"Binary","MO"
"131",8,16,18,0.1,0.05,0,"Binary","MO"
"132",9,16,18,0.1,0.05,0,"Binary","MO"
"133",9,16,18,0.1,0.05,0,"Binary","MO"
"134",7,16,18,0.1,0.05,0,"Binary","MO"
"135",9,16,18,0.1,0.05,0,"Binary","MO"
"136",9,16,18,0.1,0.05,0,"Binary","MO"
"137",4,16,18,0.1,0.05,0,"Binary","MO"
"138",9,16,18,0.1,0.05,0,"Binary","MO"
"139",9,16,18,0.1,0.05,0,"Binary","MO"
"140",10,16,18,0.1,0.05,0,"Binary","MO"
"141",10,16,18,0.1,0.05,0,"Binary","MO"
"142",11,16,18,0.1,0.05,0,"Binary","MO"
"143",4,16,18,0.1,0.05,0,"Binary","MO"
"144",10,16,18,0.1,0.05,0,"Binary","MO"
"145",6,16,18,0.1,0.05,0,"Binary","MO"
"146",7,16,18,0.1,0.05,0,"Binary","MO"
"147",13,16,18,0.1,0.05,0,"Binary","MO"
"148",14,16,18,0.1,0.05,0,"Binary","MO"
"149",14,16,18,0.1,0.05,0,"Binary","MO"
"150",11,16,18,0.1,0.05,0,"Binary","MO"
"151",7,16,18,0.1,0.05,0,"Binary","MO"
"152",10,16,18,0.1,0.05,0,"Binary","MO"
"153",11,16,18,0.1,0.05,0,"Binary","MO"
"154",10,16,18,0.1,0.05,0,"Binary","MO"
"155",9,16,18,0.1,0.05,0,"Binary","MO"
"156",10,16,18,0.1,0.05,0,"Binary","MO"
"157",9,16,18,0.1,0.05,0,"Binary","MO"
"158",8,16,18,0.1,0.05,0,"Binary","MO"
"159",9,16,18,0.1,0.05,0,"Binary","MO"
"160",8,16,18,0.1,0.05,0,"Binary","MO"
"161",10,16,18,0.1,0.05,0,"Binary","MO"
"162",4,16,18,0.1,0.05,0,"Binary","MO"
"163",10,16,18,0.1,0.05,0,"Binary","MO"
"164",12,16,18,0.1,0.05,0,"Binary","MO"
"165",10,16,18,0.1,0.05,0,"Binary","MO"
"166",9,16,18,0.1,0.05,0,"Binary","MO"
"167",11,16,18,0.1,0.05,0,"Binary","MO"
"168",10,16,18,0.1,0.05,0,"Binary","MO"
"169",5,16,18,0.1,0.05,0,"Binary","MO"
"170",6,16,18,0.1,0.05,0,"Binary","MO"
"171",8,16,18,0.1,0.05,0,"Binary","MO"
"172",8,16,18,0.1,0.05,0,"Binary","MO"
"173",13,16,18,0.1,0.05,0,"Binary","MO"
"174",9,16,18,0.1,0.05,0,"Binary","MO"
"175",7,16,18,0.1,0.05,0,"Binary","MO"
"176",8,16,18,0.1,0.05,0,"Binary","MO"
"177",8,16,18,0.1,0.05,0,"Binary","MO"
"178",12,16,18,0.1,0.05,0,"Binary","MO"
"179",5,16,18,0.1,0.05,0,"Binary","MO"
"180",10,16,18,0.1,0.05,0,"Binary","MO"
"181",10,16,18,0.1,0.05,0,"Binary","MO"
"182",7,16,18,0.1,0.05,0,"Binary","MO"
"183",8,16,18,0.1,0.05,0,"Binary","MO"
"184",8,16,18,0.1,0.05,0,"Binary","MO"
"185",6,16,18,0.1,0.05,0,"Binary","MO"
"186",12,16,18,0.1,0.05,0,"Binary","MO"
"187",4,16,18,0.1,0.05,0,"Binary","MO"
"188",6,16,18,0.1,0.05,0,"Binary","MO"
"189",10,16,18,0.1,0.05,0,"Binary","MO"
"190",9,16,18,0.1,0.05,0,"Binary","MO"
"191",11,16,18,0.1,0.05,0,"Binary","MO"
"192",9,16,18,0.1,0.05,0,"Binary","MO"
"193",7,16,18,0.1,0.05,0,"Binary","MO"
"194",15,16,18,0.1,0.05,0,"Binary","MO"
"195",15,16,18,0.1,0.05,0,"Binary","MO"
"196",8,16,18,0.1,0.05,0,"Binary","MO"
"197",7,16,18,0.1,0.05,0,"Binary","MO"
"198",9,16,18,0.1,0.05,0,"Binary","MO"
"199",4,16,18,0.1,0.05,0,"Binary","MO"
"200",12,16,18,0.1,0.05,0,"Binary","MO"
"201",6,16,18,0.2,0.05,0,"Binary","MO"
"202",12,16,18,0.2,0.05,0,"Binary","MO"
"203",3,16,18,0.2,0.05,0,"Binary","MO"
"204",9,16,18,0.2,0.05,0,"Binary","MO"
"205",7,16,18,0.2,0.05,0,"Binary","MO"
"206",3,16,18,0.2,0.05,0,"Binary","MO"
"207",6,16,18,0.2,0.05,0,"Binary","MO"
"208",8,16,18,0.2,0.05,0,"Binary","MO"
"209",3,16,18,0.2,0.05,0,"Binary","MO"
"210",5,16,18,0.2,0.05,0,"Binary","MO"
"211",5,16,18,0.2,0.05,0,"Binary","MO"
"212",11,16,18,0.2,0.05,0,"Binary","MO"
"213",5,16,18,0.2,0.05,0,"Binary","MO"
"214",3,16,18,0.2,0.05,0,"Binary","MO"
"215",2,16,18,0.2,0.05,0,"Binary","MO"
"216",4,16,18,0.2,0.05,0,"Binary","MO"
"217",6,16,18,0.2,0.05,0,"Binary","MO"
"218",7,16,18,0.2,0.05,0,"Binary","MO"
"219",2,16,18,0.2,0.05,0,"Binary","MO"
"220",9,16,18,0.2,0.05,0,"Binary","MO"
"221",7,16,18,0.2,0.05,0,"Binary","MO"
"222",5,16,18,0.2,0.05,0,"Binary","MO"
"223",5,16,18,0.2,0.05,0,"Binary","MO"
"224",1,16,18,0.2,0.05,0,"Binary","MO"
"225",5,16,18,0.2,0.05,0,"Binary","MO"
"226",4,16,18,0.2,0.05,0,"Binary","MO"
"227",7,16,18,0.2,0.05,0,"Binary","MO"
"228",4,16,18,0.2,0.05,0,"Binary","MO"
"229",7,16,18,0.2,0.05,0,"Binary","MO"
"230",5,16,18,0.2,0.05,0,"Binary","MO"
"231",2,16,18,0.2,0.05,0,"Binary","MO"
