"","inferred","true","numSites","alpha_para","beta_para","missing_index","genotype_para","Method"
"1",40,42,18,0.05,0.05,0,"Binary","MO"
"2",54,60,18,0.05,0.05,0,"Binary","MO"
"3",31,34,18,0.05,0.05,0,"Binary","MO"
"4",42,50,18,0.05,0.05,0,"Binary","MO"
"5",42,50,18,0.05,0.05,0,"Binary","MO"
"6",33,48,18,0.05,0.05,0,"Binary","MO"
"7",26,36,18,0.05,0.05,0,"Binary","MO"
"8",49,54,18,0.05,0.05,0,"Binary","MO"
"9",30,36,18,0.05,0.05,0,"Binary","MO"
"10",34,40,18,0.05,0.05,0,"Binary","MO"
"11",62,66,18,0.05,0.05,0,"Binary","MO"
"12",26,32,18,0.05,0.05,0,"Binary","MO"
"13",40,48,18,0.05,0.05,0,"Binary","MO"
"14",33,34,18,0.05,0.05,0,"Binary","MO"
"15",41,48,18,0.05,0.05,0,"Binary","MO"
"16",34,40,18,0.05,0.05,0,"Binary","MO"
"17",44,46,18,0.05,0.05,0,"Binary","MO"
"18",27,38,18,0.05,0.05,0,"Binary","MO"
"19",49,52,18,0.05,0.05,0,"Binary","MO"
"20",36,40,18,0.05,0.05,0,"Binary","MO"
"21",41,48,18,0.05,0.05,0,"Binary","MO"
"22",29,36,18,0.05,0.05,0,"Binary","MO"
"23",31,36,18,0.05,0.05,0,"Binary","MO"
"24",33,40,18,0.05,0.05,0,"Binary","MO"
"25",28,36,18,0.05,0.05,0,"Binary","MO"
"26",37,44,18,0.05,0.05,0,"Binary","MO"
"27",26,34,18,0.05,0.05,0,"Binary","MO"
"28",35,36,18,0.05,0.05,0,"Binary","MO"
"29",26,34,18,0.05,0.05,0,"Binary","MO"
"30",47,52,18,0.05,0.05,0,"Binary","MO"
"31",33,36,18,0.05,0.05,0,"Binary","MO"
"32",40,44,18,0.05,0.05,0,"Binary","MO"
"33",48,52,18,0.05,0.05,0,"Binary","MO"
"34",37,40,18,0.05,0.05,0,"Binary","MO"
"35",40,48,18,0.05,0.05,0,"Binary","MO"
"36",32,40,18,0.05,0.05,0,"Binary","MO"
"37",33,38,18,0.05,0.05,0,"Binary","MO"
"38",26,38,18,0.05,0.05,0,"Binary","MO"
"39",46,46,18,0.05,0.05,0,"Binary","MO"
"40",38,46,18,0.05,0.05,0,"Binary","MO"
"41",34,40,18,0.05,0.05,0,"Binary","MO"
"42",45,48,18,0.05,0.05,0,"Binary","MO"
"43",62,68,18,0.05,0.05,0,"Binary","MO"
"44",34,38,18,0.05,0.05,0,"Binary","MO"
"45",40,44,18,0.05,0.05,0,"Binary","MO"
"46",46,48,18,0.05,0.05,0,"Binary","MO"
"47",26,32,18,0.05,0.05,0,"Binary","MO"
"48",52,54,18,0.05,0.05,0,"Binary","MO"
"49",58,58,18,0.05,0.05,0,"Binary","MO"
"50",34,36,18,0.05,0.05,0,"Binary","MO"
"51",35,38,18,0.05,0.05,0,"Binary","MO"
"52",38,44,18,0.05,0.05,0,"Binary","MO"
"53",37,46,18,0.05,0.05,0,"Binary","MO"
"54",31,42,18,0.05,0.05,0,"Binary","MO"
"55",35,40,18,0.05,0.05,0,"Binary","MO"
"56",36,38,18,0.05,0.05,0,"Binary","MO"
"57",46,48,18,0.05,0.05,0,"Binary","MO"
"58",31,42,18,0.05,0.05,0,"Binary","MO"
"59",27,32,18,0.05,0.05,0,"Binary","MO"
"60",32,36,18,0.05,0.05,0,"Binary","MO"
"61",37,44,18,0.05,0.05,0,"Binary","MO"
"62",23,40,18,0.05,0.05,0,"Binary","MO"
"63",27,34,18,0.05,0.05,0,"Binary","MO"
"64",28,38,18,0.05,0.05,0,"Binary","MO"
"65",31,38,18,0.05,0.05,0,"Binary","MO"
"66",27,38,18,0.05,0.05,0,"Binary","MO"
"67",36,42,18,0.05,0.05,0,"Binary","MO"
"68",44,48,18,0.05,0.05,0,"Binary","MO"
"69",31,36,18,0.05,0.05,0,"Binary","MO"
"70",45,46,18,0.05,0.05,0,"Binary","MO"
"71",32,40,18,0.05,0.05,0,"Binary","MO"
"72",52,56,18,0.05,0.05,0,"Binary","MO"
"73",43,52,18,0.05,0.05,0,"Binary","MO"
"74",42,50,18,0.05,0.05,0,"Binary","MO"
"75",34,48,18,0.05,0.05,0,"Binary","MO"
"76",32,36,18,0.05,0.05,0,"Binary","MO"
"77",39,42,18,0.05,0.05,0,"Binary","MO"
"78",34,40,18,0.05,0.05,0,"Binary","MO"
"79",33,38,18,0.05,0.05,0,"Binary","MO"
"80",35,40,18,0.05,0.05,0,"Binary","MO"
"81",43,48,18,0.05,0.05,0,"Binary","MO"
"82",32,38,18,0.05,0.05,0,"Binary","MO"
"83",42,44,18,0.05,0.05,0,"Binary","MO"
"84",35,44,18,0.05,0.05,0,"Binary","MO"
"85",36,46,18,0.05,0.05,0,"Binary","MO"
"86",26,36,18,0.05,0.05,0,"Binary","MO"
"87",20,32,18,0.05,0.05,0,"Binary","MO"
"88",26,36,18,0.05,0.05,0,"Binary","MO"
"89",38,42,18,0.05,0.05,0,"Binary","MO"
"90",30,36,18,0.05,0.05,0,"Binary","MO"
"91",40,44,18,0.05,0.05,0,"Binary","MO"
"92",38,46,18,0.05,0.05,0,"Binary","MO"
"93",46,50,18,0.05,0.05,0,"Binary","MO"
"94",28,36,18,0.05,0.05,0,"Binary","MO"
"95",37,40,18,0.05,0.05,0,"Binary","MO"
"96",35,40,18,0.05,0.05,0,"Binary","MO"
"97",38,48,18,0.05,0.05,0,"Binary","MO"
"98",27,34,18,0.05,0.05,0,"Binary","MO"
"99",29,40,18,0.05,0.05,0,"Binary","MO"
"100",29,36,18,0.05,0.05,0,"Binary","MO"
"101",31,42,18,0.1,0.05,0,"Binary","MO"
"102",50,60,18,0.1,0.05,0,"Binary","MO"
"103",22,34,18,0.1,0.05,0,"Binary","MO"
"104",47,50,18,0.1,0.05,0,"Binary","MO"
"105",37,50,18,0.1,0.05,0,"Binary","MO"
"106",35,48,18,0.1,0.05,0,"Binary","MO"
"107",24,36,18,0.1,0.05,0,"Binary","MO"
"108",44,54,18,0.1,0.05,0,"Binary","MO"
"109",33,36,18,0.1,0.05,0,"Binary","MO"
"110",37,40,18,0.1,0.05,0,"Binary","MO"
"111",54,66,18,0.1,0.05,0,"Binary","MO"
"112",27,32,18,0.1,0.05,0,"Binary","MO"
"113",39,48,18,0.1,0.05,0,"Binary","MO"
"114",30,34,18,0.1,0.05,0,"Binary","MO"
"115",41,48,18,0.1,0.05,0,"Binary","MO"
"116",33,40,18,0.1,0.05,0,"Binary","MO"
"117",42,46,18,0.1,0.05,0,"Binary","MO"
"118",28,38,18,0.1,0.05,0,"Binary","MO"
"119",41,52,18,0.1,0.05,0,"Binary","MO"
"120",35,40,18,0.1,0.05,0,"Binary","MO"
"121",42,48,18,0.1,0.05,0,"Binary","MO"
"122",23,36,18,0.1,0.05,0,"Binary","MO"
"123",20,36,18,0.1,0.05,0,"Binary","MO"
"124",28,40,18,0.1,0.05,0,"Binary","MO"
"125",29,36,18,0.1,0.05,0,"Binary","MO"
"126",37,44,18,0.1,0.05,0,"Binary","MO"
"127",23,34,18,0.1,0.05,0,"Binary","MO"
"128",25,36,18,0.1,0.05,0,"Binary","MO"
"129",21,34,18,0.1,0.05,0,"Binary","MO"
"130",51,52,18,0.1,0.05,0,"Binary","MO"
"131",27,36,18,0.1,0.05,0,"Binary","MO"
"132",35,44,18,0.1,0.05,0,"Binary","MO"
"133",39,52,18,0.1,0.05,0,"Binary","MO"
"134",25,40,18,0.1,0.05,0,"Binary","MO"
"135",40,48,18,0.1,0.05,0,"Binary","MO"
"136",27,40,18,0.1,0.05,0,"Binary","MO"
"137",30,38,18,0.1,0.05,0,"Binary","MO"
"138",32,38,18,0.1,0.05,0,"Binary","MO"
"139",32,46,18,0.1,0.05,0,"Binary","MO"
"140",38,46,18,0.1,0.05,0,"Binary","MO"
"141",26,40,18,0.1,0.05,0,"Binary","MO"
"142",45,48,18,0.1,0.05,0,"Binary","MO"
"143",58,68,18,0.1,0.05,0,"Binary","MO"
"144",28,38,18,0.1,0.05,0,"Binary","MO"
"145",34,44,18,0.1,0.05,0,"Binary","MO"
"146",38,48,18,0.1,0.05,0,"Binary","MO"
"147",29,32,18,0.1,0.05,0,"Binary","MO"
"148",50,54,18,0.1,0.05,0,"Binary","MO"
"149",57,58,18,0.1,0.05,0,"Binary","MO"
"150",30,36,18,0.1,0.05,0,"Binary","MO"
"151",34,38,18,0.1,0.05,0,"Binary","MO"
"152",30,44,18,0.1,0.05,0,"Binary","MO"
"153",38,46,18,0.1,0.05,0,"Binary","MO"
"154",38,42,18,0.1,0.05,0,"Binary","MO"
"155",33,40,18,0.1,0.05,0,"Binary","MO"
"156",31,38,18,0.1,0.05,0,"Binary","MO"
"157",43,48,18,0.1,0.05,0,"Binary","MO"
"158",34,42,18,0.1,0.05,0,"Binary","MO"
"159",25,32,18,0.1,0.05,0,"Binary","MO"
"160",25,36,18,0.1,0.05,0,"Binary","MO"
"161",34,44,18,0.1,0.05,0,"Binary","MO"
"162",26,40,18,0.1,0.05,0,"Binary","MO"
"163",23,34,18,0.1,0.05,0,"Binary","MO"
"164",32,38,18,0.1,0.05,0,"Binary","MO"
"165",35,38,18,0.1,0.05,0,"Binary","MO"
"166",26,38,18,0.1,0.05,0,"Binary","MO"
"167",36,42,18,0.1,0.05,0,"Binary","MO"
"168",40,48,18,0.1,0.05,0,"Binary","MO"
"169",27,36,18,0.1,0.05,0,"Binary","MO"
"170",24,46,18,0.1,0.05,0,"Binary","MO"
"171",31,40,18,0.1,0.05,0,"Binary","MO"
"172",38,56,18,0.1,0.05,0,"Binary","MO"
"173",39,52,18,0.1,0.05,0,"Binary","MO"
"174",42,50,18,0.1,0.05,0,"Binary","MO"
"175",34,48,18,0.1,0.05,0,"Binary","MO"
"176",28,36,18,0.1,0.05,0,"Binary","MO"
"177",32,42,18,0.1,0.05,0,"Binary","MO"
"178",31,40,18,0.1,0.05,0,"Binary","MO"
"179",21,38,18,0.1,0.05,0,"Binary","MO"
"180",34,40,18,0.1,0.05,0,"Binary","MO"
"181",39,48,18,0.1,0.05,0,"Binary","MO"
"182",28,38,18,0.1,0.05,0,"Binary","MO"
"183",32,44,18,0.1,0.05,0,"Binary","MO"
"184",31,44,18,0.1,0.05,0,"Binary","MO"
"185",32,46,18,0.1,0.05,0,"Binary","MO"
"186",28,36,18,0.1,0.05,0,"Binary","MO"
"187",16,32,18,0.1,0.05,0,"Binary","MO"
"188",27,36,18,0.1,0.05,0,"Binary","MO"
"189",34,42,18,0.1,0.05,0,"Binary","MO"
"190",25,36,18,0.1,0.05,0,"Binary","MO"
"191",35,44,18,0.1,0.05,0,"Binary","MO"
"192",36,46,18,0.1,0.05,0,"Binary","MO"
"193",46,50,18,0.1,0.05,0,"Binary","MO"
"194",35,36,18,0.1,0.05,0,"Binary","MO"
"195",39,40,18,0.1,0.05,0,"Binary","MO"
"196",33,40,18,0.1,0.05,0,"Binary","MO"
"197",38,48,18,0.1,0.05,0,"Binary","MO"
"198",23,34,18,0.1,0.05,0,"Binary","MO"
"199",28,40,18,0.1,0.05,0,"Binary","MO"
"200",29,36,18,0.1,0.05,0,"Binary","MO"
"201",33,42,18,0.2,0.05,0,"Binary","MO"
"202",55,60,18,0.2,0.05,0,"Binary","MO"
"203",20,34,18,0.2,0.05,0,"Binary","MO"
"204",39,50,18,0.2,0.05,0,"Binary","MO"
"205",36,50,18,0.2,0.05,0,"Binary","MO"
"206",24,48,18,0.2,0.05,0,"Binary","MO"
"207",23,36,18,0.2,0.05,0,"Binary","MO"
"208",45,54,18,0.2,0.05,0,"Binary","MO"
"209",14,36,18,0.2,0.05,0,"Binary","MO"
"210",27,40,18,0.2,0.05,0,"Binary","MO"
"211",42,66,18,0.2,0.05,0,"Binary","MO"
"212",25,32,18,0.2,0.05,0,"Binary","MO"
"213",22,48,18,0.2,0.05,0,"Binary","MO"
"214",13,34,18,0.2,0.05,0,"Binary","MO"
"215",37,48,18,0.2,0.05,0,"Binary","MO"
"216",24,40,18,0.2,0.05,0,"Binary","MO"
"217",38,46,18,0.2,0.05,0,"Binary","MO"
"218",27,38,18,0.2,0.05,0,"Binary","MO"
"219",19,52,18,0.2,0.05,0,"Binary","MO"
"220",29,40,18,0.2,0.05,0,"Binary","MO"
"221",37,48,18,0.2,0.05,0,"Binary","MO"
"222",16,36,18,0.2,0.05,0,"Binary","MO"
"223",22,36,18,0.2,0.05,0,"Binary","MO"
"224",21,40,18,0.2,0.05,0,"Binary","MO"
"225",17,36,18,0.2,0.05,0,"Binary","MO"
"226",26,44,18,0.2,0.05,0,"Binary","MO"
"227",19,34,18,0.2,0.05,0,"Binary","MO"
