"","inferred_correct","inferred_all","true","numSites","alpha_para","beta_para","missing_index","genotype_para","Method"
"1",8,9,42,18,0.05,0.05,0,"Binary","SiFit"
"2",22,22,60,18,0.05,0.05,0,"Binary","SiFit"
"3",6,7,34,18,0.05,0.05,0,"Binary","SiFit"
"4",8,8,50,18,0.05,0.05,0,"Binary","SiFit"
"5",11,12,50,18,0.05,0.05,0,"Binary","SiFit"
"6",7,7,48,18,0.05,0.05,0,"Binary","SiFit"
"7",5,5,36,18,0.05,0.05,0,"Binary","SiFit"
"8",11,11,54,18,0.05,0.05,0,"Binary","SiFit"
"9",8,8,36,18,0.05,0.05,0,"Binary","SiFit"
"10",11,11,40,18,0.05,0.05,0,"Binary","SiFit"
"11",7,8,66,18,0.05,0.05,0,"Binary","SiFit"
"12",8,8,32,18,0.05,0.05,0,"Binary","SiFit"
"13",9,9,48,18,0.05,0.05,0,"Binary","SiFit"
"14",6,6,34,18,0.05,0.05,0,"Binary","SiFit"
"15",12,16,48,18,0.05,0.05,0,"Binary","SiFit"
"16",4,6,40,18,0.05,0.05,0,"Binary","SiFit"
"17",15,15,46,18,0.05,0.05,0,"Binary","SiFit"
"18",10,10,38,18,0.05,0.05,0,"Binary","SiFit"
"19",11,11,52,18,0.05,0.05,0,"Binary","SiFit"
"20",12,12,40,18,0.05,0.05,0,"Binary","SiFit"
"21",10,11,48,18,0.05,0.05,0,"Binary","SiFit"
"22",1,2,36,18,0.05,0.05,0,"Binary","SiFit"
"23",10,10,36,18,0.05,0.05,0,"Binary","SiFit"
"24",3,3,40,18,0.05,0.05,0,"Binary","SiFit"
"25",4,4,36,18,0.05,0.05,0,"Binary","SiFit"
"26",5,10,44,18,0.05,0.05,0,"Binary","SiFit"
"27",1,3,34,18,0.05,0.05,0,"Binary","SiFit"
"28",7,7,36,18,0.05,0.05,0,"Binary","SiFit"
"29",9,9,34,18,0.05,0.05,0,"Binary","SiFit"
"30",10,11,52,18,0.05,0.05,0,"Binary","SiFit"
"31",9,9,36,18,0.05,0.05,0,"Binary","SiFit"
"32",3,4,44,18,0.05,0.05,0,"Binary","SiFit"
"33",13,13,52,18,0.05,0.05,0,"Binary","SiFit"
"34",7,7,40,18,0.05,0.05,0,"Binary","SiFit"
"35",6,6,48,18,0.05,0.05,0,"Binary","SiFit"
"36",8,8,40,18,0.05,0.05,0,"Binary","SiFit"
"37",11,11,38,18,0.05,0.05,0,"Binary","SiFit"
"38",9,9,38,18,0.05,0.05,0,"Binary","SiFit"
"39",12,12,46,18,0.05,0.05,0,"Binary","SiFit"
"40",7,8,46,18,0.05,0.05,0,"Binary","SiFit"
"41",7,7,40,18,0.05,0.05,0,"Binary","SiFit"
"42",7,7,48,18,0.05,0.05,0,"Binary","SiFit"
"43",17,20,68,18,0.05,0.05,0,"Binary","SiFit"
"44",7,7,38,18,0.05,0.05,0,"Binary","SiFit"
"45",9,11,44,18,0.05,0.05,0,"Binary","SiFit"
"46",5,7,48,18,0.05,0.05,0,"Binary","SiFit"
"47",3,3,32,18,0.05,0.05,0,"Binary","SiFit"
"48",14,14,54,18,0.05,0.05,0,"Binary","SiFit"
