"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","143","174","80","0.4","0","Binary","0","0","MO"
"2","129","165","80","0.4","0","Binary","0","0","MO"
"3","159","192","80","0.4","0","Binary","0","0","MO"
"4","176","266","80","0.4","0","Binary","0","0","MO"
"5","88","126","80","0.4","0","Binary","0","0","MO"
"6","112","145","80","0.4","0","Binary","0","0","MO"
"7","218","255","80","0.4","0","Binary","0","0","MO"
"8","167","246","80","0.4","0","Binary","0","0","MO"
"9","165","220","80","0.4","0","Binary","0","0","MO"
"10","135","204","80","0.4","0","Binary","0","0","MO"
"11","182","314","80","0.4","0","Binary","0","0","MO"
"12","71","117","80","0.4","0","Binary","0","0","MO"
"13","206","239","80","0.4","0","Binary","0","0","MO"
"14","186","215","80","0.4","0","Binary","0","0","MO"
"15","177","222","80","0.4","0","Binary","0","0","MO"
"16","200","251","80","0.4","0","Binary","0","0","MO"
"17","220","253","80","0.4","0","Binary","0","0","MO"
"18","151","188","80","0.4","0","Binary","0","0","MO"
"19","76","112","80","0.4","0","Binary","0","0","MO"
"20","115","152","80","0.4","0","Binary","0","0","MO"
"21","144","176","80","0.4","0","Binary","0","0","MO"
"22","119","160","80","0.4","0","Binary","0","0","MO"
"23","187","219","80","0.4","0","Binary","0","0","MO"
"24","151","260","80","0.4","0","Binary","0","0","MO"
"25","113","158","80","0.4","0","Binary","0","0","MO"
"26","389","407","80","0.4","0","Binary","0","0","MO"
"27","135","184","80","0.4","0","Binary","0","0","MO"
"28","176","264","80","0.4","0","Binary","0","0","MO"
"29","192","270","80","0.4","0","Binary","0","0","MO"
"30","153","243","80","0.4","0","Binary","0","0","MO"
"31","408","415","80","0.4","0","Binary","0","0","MO"
"32","218","262","80","0.4","0","Binary","0","0","MO"
"33","164","220","80","0.4","0","Binary","0","0","MO"
"34","247","307","80","0.4","0","Binary","0","0","MO"
"35","132","171","80","0.4","0","Binary","0","0","MO"
"36","120","160","80","0.4","0","Binary","0","0","MO"
"37","119","211","80","0.4","0","Binary","0","0","MO"
"38","81","148","80","0.4","0","Binary","0","0","MO"
"39","133","156","80","0.4","0","Binary","0","0","MO"
"40","254","288","80","0.4","0","Binary","0","0","MO"
"41","120","193","80","0.4","0","Binary","0","0","MO"
"42","206","266","80","0.4","0","Binary","0","0","MO"
"43","153","217","80","0.4","0","Binary","0","0","MO"
"44","299","340","80","0.4","0","Binary","0","0","MO"
"45","198","228","80","0.4","0","Binary","0","0","MO"
"46","238","261","80","0.4","0","Binary","0","0","MO"
"47","87","157","80","0.4","0","Binary","0","0","MO"
"48","89","172","80","0.4","0","Binary","0","0","MO"
"49","162","186","80","0.4","0","Binary","0","0","MO"
"50","264","293","80","0.4","0","Binary","0","0","MO"
"51","126","147","80","0.4","0","Binary","0","0","MO"
"52","113","141","80","0.4","0","Binary","0","0","MO"
"53","364","383","80","0.4","0","Binary","0","0","MO"
"54","165","184","80","0.4","0","Binary","0","0","MO"
"55","148","216","80","0.4","0","Binary","0","0","MO"
"56","158","201","80","0.4","0","Binary","0","0","MO"
"57","97","137","80","0.4","0","Binary","0","0","MO"
"58","106","165","80","0.4","0","Binary","0","0","MO"
"59","97","136","80","0.4","0","Binary","0","0","MO"
"60","117","158","80","0.4","0","Binary","0","0","MO"
"61","87","138","80","0.4","0","Binary","0","0","MO"
"62","144","200","80","0.4","0","Binary","0","0","MO"
"63","268","292","80","0.4","0","Binary","0","0","MO"
"64","142","195","80","0.4","0","Binary","0","0","MO"
"65","101","149","80","0.4","0","Binary","0","0","MO"
"66","214","277","80","0.4","0","Binary","0","0","MO"
"67","232","267","80","0.4","0","Binary","0","0","MO"
"68","133","219","80","0.4","0","Binary","0","0","MO"
"69","240","266","80","0.4","0","Binary","0","0","MO"
"70","282","297","80","0.4","0","Binary","0","0","MO"
"71","90","127","80","0.4","0","Binary","0","0","MO"
"72","133","169","80","0.4","0","Binary","0","0","MO"
"73","124","202","80","0.4","0","Binary","0","0","MO"
"74","135","182","80","0.4","0","Binary","0","0","MO"
"75","155","190","80","0.4","0","Binary","0","0","MO"
"76","146","198","80","0.4","0","Binary","0","0","MO"
"77","123","137","80","0.4","0","Binary","0","0","MO"
"78","255","307","80","0.4","0","Binary","0","0","MO"
"79","181","216","80","0.4","0","Binary","0","0","MO"
"80","159","183","80","0.4","0","Binary","0","0","MO"
"81","141","168","80","0.4","0","Binary","0","0","MO"
"82","146","184","80","0.4","0","Binary","0","0","MO"
"83","136","197","80","0.4","0","Binary","0","0","MO"
"84","245","264","80","0.4","0","Binary","0","0","MO"
"85","247","298","80","0.4","0","Binary","0","0","MO"
"86","164","177","80","0.4","0","Binary","0","0","MO"
"87","173","209","80","0.4","0","Binary","0","0","MO"
"88","208","267","80","0.4","0","Binary","0","0","MO"
"89","201","212","80","0.4","0","Binary","0","0","MO"
"90","141","210","80","0.4","0","Binary","0","0","MO"
"91","132","168","80","0.4","0","Binary","0","0","MO"
"92","94","146","80","0.4","0","Binary","0","0","MO"
"93","158","201","80","0.4","0","Binary","0","0","MO"
"94","210","237","80","0.4","0","Binary","0","0","MO"
"95","137","183","80","0.4","0","Binary","0","0","MO"
"96","131","166","80","0.4","0","Binary","0","0","MO"
"97","294","315","80","0.4","0","Binary","0","0","MO"
"98","184","222","80","0.4","0","Binary","0","0","MO"
"99","113","167","80","0.4","0","Binary","0","0","MO"
"100","186","233","80","0.4","0","Binary","0","0","MO"
