"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","4","4","20","0.4","0","Binary","0","0","MO"
"2","13","13","20","0.4","0","Binary","0","0","MO"
"3","8","12","20","0.4","0","Binary","0","0","MO"
"4","4","7","20","0.4","0","Binary","0","0","MO"
"5","3","5","20","0.4","0","Binary","0","0","MO"
"6","8","8","20","0.4","0","Binary","0","0","MO"
"7","6","15","20","0.4","0","Binary","0","0","MO"
"8","11","12","20","0.4","0","Binary","0","0","MO"
"9","2","9","20","0.4","0","Binary","0","0","MO"
"10","15","16","20","0.4","0","Binary","0","0","MO"
"11","4","6","20","0.4","0","Binary","0","0","MO"
"12","13","19","20","0.4","0","Binary","0","0","MO"
"13","5","19","20","0.4","0","Binary","0","0","MO"
"14","12","16","20","0.4","0","Binary","0","0","MO"
"15","9","12","20","0.4","0","Binary","0","0","MO"
"16","11","11","20","0.4","0","Binary","0","0","MO"
"17","7","7","20","0.4","0","Binary","0","0","MO"
"18","12","17","20","0.4","0","Binary","0","0","MO"
"19","10","14","20","0.4","0","Binary","0","0","MO"
"20","16","17","20","0.4","0","Binary","0","0","MO"
"21","6","8","20","0.4","0","Binary","0","0","MO"
"22","9","11","20","0.4","0","Binary","0","0","MO"
"23","4","8","20","0.4","0","Binary","0","0","MO"
"24","9","11","20","0.4","0","Binary","0","0","MO"
"25","17","23","20","0.4","0","Binary","0","0","MO"
"26","5","12","20","0.4","0","Binary","0","0","MO"
"27","7","11","20","0.4","0","Binary","0","0","MO"
"28","5","5","20","0.4","0","Binary","0","0","MO"
"29","6","8","20","0.4","0","Binary","0","0","MO"
"30","3","5","20","0.4","0","Binary","0","0","MO"
"31","8","13","20","0.4","0","Binary","0","0","MO"
"32","13","15","20","0.4","0","Binary","0","0","MO"
"33","6","8","20","0.4","0","Binary","0","0","MO"
"34","14","14","20","0.4","0","Binary","0","0","MO"
"35","4","5","20","0.4","0","Binary","0","0","MO"
"36","6","9","20","0.4","0","Binary","0","0","MO"
"37","17","21","20","0.4","0","Binary","0","0","MO"
"38","13","13","20","0.4","0","Binary","0","0","MO"
"39","5","6","20","0.4","0","Binary","0","0","MO"
"40","7","9","20","0.4","0","Binary","0","0","MO"
"41","4","8","20","0.4","0","Binary","0","0","MO"
"42","11","14","20","0.4","0","Binary","0","0","MO"
"43","10","17","20","0.4","0","Binary","0","0","MO"
"44","4","6","20","0.4","0","Binary","0","0","MO"
"45","6","9","20","0.4","0","Binary","0","0","MO"
"46","14","15","20","0.4","0","Binary","0","0","MO"
"47","8","10","20","0.4","0","Binary","0","0","MO"
"48","11","13","20","0.4","0","Binary","0","0","MO"
"49","8","8","20","0.4","0","Binary","0","0","MO"
"50","9","9","20","0.4","0","Binary","0","0","MO"
"51","9","19","20","0.4","0","Binary","0","0","MO"
"52","16","18","20","0.4","0","Binary","0","0","MO"
"53","9","14","20","0.4","0","Binary","0","0","MO"
"54","16","16","20","0.4","0","Binary","0","0","MO"
"55","7","9","20","0.4","0","Binary","0","0","MO"
"56","10","13","20","0.4","0","Binary","0","0","MO"
"57","28","28","20","0.4","0","Binary","0","0","MO"
"58","12","12","20","0.4","0","Binary","0","0","MO"
"59","10","10","20","0.4","0","Binary","0","0","MO"
"60","18","21","20","0.4","0","Binary","0","0","MO"
"61","4","7","20","0.4","0","Binary","0","0","MO"
"62","40","43","20","0.4","0","Binary","0","0","MO"
"63","56","56","20","0.4","0","Binary","0","0","MO"
"64","13","13","20","0.4","0","Binary","0","0","MO"
"65","6","13","20","0.4","0","Binary","0","0","MO"
"66","18","20","20","0.4","0","Binary","0","0","MO"
"67","3","6","20","0.4","0","Binary","0","0","MO"
"68","11","16","20","0.4","0","Binary","0","0","MO"
"69","7","9","20","0.4","0","Binary","0","0","MO"
"70","6","8","20","0.4","0","Binary","0","0","MO"
"71","16","16","20","0.4","0","Binary","0","0","MO"
"72","13","13","20","0.4","0","Binary","0","0","MO"
"73","9","14","20","0.4","0","Binary","0","0","MO"
"74","8","8","20","0.4","0","Binary","0","0","MO"
"75","8","11","20","0.4","0","Binary","0","0","MO"
"76","6","7","20","0.4","0","Binary","0","0","MO"
"77","8","10","20","0.4","0","Binary","0","0","MO"
"78","5","13","20","0.4","0","Binary","0","0","MO"
"79","16","16","20","0.4","0","Binary","0","0","MO"
"80","9","10","20","0.4","0","Binary","0","0","MO"
"81","25","28","20","0.4","0","Binary","0","0","MO"
"82","6","11","20","0.4","0","Binary","0","0","MO"
"83","2","3","20","0.4","0","Binary","0","0","MO"
"84","14","15","20","0.4","0","Binary","0","0","MO"
"85","11","11","20","0.4","0","Binary","0","0","MO"
"86","7","12","20","0.4","0","Binary","0","0","MO"
"87","5","7","20","0.4","0","Binary","0","0","MO"
"88","7","9","20","0.4","0","Binary","0","0","MO"
"89","7","10","20","0.4","0","Binary","0","0","MO"
"90","13","19","20","0.4","0","Binary","0","0","MO"
"91","11","11","20","0.4","0","Binary","0","0","MO"
"92","8","14","20","0.4","0","Binary","0","0","MO"
"93","7","9","20","0.4","0","Binary","0","0","MO"
"94","7","8","20","0.4","0","Binary","0","0","MO"
"95","11","13","20","0.4","0","Binary","0","0","MO"
"96","24","24","20","0.4","0","Binary","0","0","MO"
"97","5","6","20","0.4","0","Binary","0","0","MO"
"98","10","13","20","0.4","0","Binary","0","0","MO"
"99","15","15","20","0.4","0","Binary","0","0","MO"
"100","10","12","20","0.4","0","Binary","0","0","MO"
