"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","4","5","20","0.4","0","Binary","0","0","MO"
"2","13","13","20","0.4","0","Binary","0","0","MO"
"3","22","44","20","0.4","0","Binary","0","0","MO"
"4","17","27","20","0.4","0","Binary","0","0","MO"
"5","14","21","20","0.4","0","Binary","0","0","MO"
"6","52","61","20","0.4","0","Binary","0","0","MO"
"7","11","23","20","0.4","0","Binary","0","0","MO"
"8","18","35","20","0.4","0","Binary","0","0","MO"
"9","2","17","20","0.4","0","Binary","0","0","MO"
"10","20","21","20","0.4","0","Binary","0","0","MO"
"11","6","14","20","0.4","0","Binary","0","0","MO"
"12","26","37","20","0.4","0","Binary","0","0","MO"
"13","12","30","20","0.4","0","Binary","0","0","MO"
"14","16","26","20","0.4","0","Binary","0","0","MO"
"15","31","42","20","0.4","0","Binary","0","0","MO"
"16","33","46","20","0.4","0","Binary","0","0","MO"
"17","7","15","20","0.4","0","Binary","0","0","MO"
"18","16","23","20","0.4","0","Binary","0","0","MO"
"19","16","20","20","0.4","0","Binary","0","0","MO"
"20","47","60","20","0.4","0","Binary","0","0","MO"
"21","6","19","20","0.4","0","Binary","0","0","MO"
"22","26","33","20","0.4","0","Binary","0","0","MO"
"23","23","31","20","0.4","0","Binary","0","0","MO"
"24","32","38","20","0.4","0","Binary","0","0","MO"
"25","33","42","20","0.4","0","Binary","0","0","MO"
"26","11","21","20","0.4","0","Binary","0","0","MO"
"27","21","29","20","0.4","0","Binary","0","0","MO"
"28","6","10","20","0.4","0","Binary","0","0","MO"
"29","6","11","20","0.4","0","Binary","0","0","MO"
"30","50","53","20","0.4","0","Binary","0","0","MO"
"31","25","36","20","0.4","0","Binary","0","0","MO"
"32","32","37","20","0.4","0","Binary","0","0","MO"
"33","28","38","20","0.4","0","Binary","0","0","MO"
"34","18","23","20","0.4","0","Binary","0","0","MO"
"35","16","34","20","0.4","0","Binary","0","0","MO"
"36","11","19","20","0.4","0","Binary","0","0","MO"
"37","19","31","20","0.4","0","Binary","0","0","MO"
"38","43","49","20","0.4","0","Binary","0","0","MO"
"39","34","37","20","0.4","0","Binary","0","0","MO"
"40","16","32","20","0.4","0","Binary","0","0","MO"
"41","32","45","20","0.4","0","Binary","0","0","MO"
"42","21","32","20","0.4","0","Binary","0","0","MO"
"43","22","33","20","0.4","0","Binary","0","0","MO"
"44","4","22","20","0.4","0","Binary","0","0","MO"
"45","10","11","20","0.4","0","Binary","0","0","MO"
"46","30","32","20","0.4","0","Binary","0","0","MO"
"47","13","20","20","0.4","0","Binary","0","0","MO"
"48","12","32","20","0.4","0","Binary","0","0","MO"
"49","16","19","20","0.4","0","Binary","0","0","MO"
"50","17","21","20","0.4","0","Binary","0","0","MO"
"51","10","23","20","0.4","0","Binary","0","0","MO"
"52","16","19","20","0.4","0","Binary","0","0","MO"
"53","15","27","20","0.4","0","Binary","0","0","MO"
"54","24","27","20","0.4","0","Binary","0","0","MO"
"55","8","12","20","0.4","0","Binary","0","0","MO"
"56","10","16","20","0.4","0","Binary","0","0","MO"
"57","63","74","20","0.4","0","Binary","0","0","MO"
"58","27","35","20","0.4","0","Binary","0","0","MO"
"59","33","39","20","0.4","0","Binary","0","0","MO"
"60","21","27","20","0.4","0","Binary","0","0","MO"
"61","17","27","20","0.4","0","Binary","0","0","MO"
"62","40","46","20","0.4","0","Binary","0","0","MO"
"63","56","60","20","0.4","0","Binary","0","0","MO"
"64","13","18","20","0.4","0","Binary","0","0","MO"
"65","16","36","20","0.4","0","Binary","0","0","MO"
"66","22","31","20","0.4","0","Binary","0","0","MO"
"67","5","15","20","0.4","0","Binary","0","0","MO"
"68","38","65","20","0.4","0","Binary","0","0","MO"
"69","38","43","20","0.4","0","Binary","0","0","MO"
"70","18","24","20","0.4","0","Binary","0","0","MO"
"71","38","40","20","0.4","0","Binary","0","0","MO"
"72","20","21","20","0.4","0","Binary","0","0","MO"
"73","36","38","20","0.4","0","Binary","0","0","MO"
"74","26","43","20","0.4","0","Binary","0","0","MO"
"75","24","43","20","0.4","0","Binary","0","0","MO"
"76","29","33","20","0.4","0","Binary","0","0","MO"
"77","9","15","20","0.4","0","Binary","0","0","MO"
"78","18","27","20","0.4","0","Binary","0","0","MO"
"79","18","23","20","0.4","0","Binary","0","0","MO"
"80","22","34","20","0.4","0","Binary","0","0","MO"
"81","25","30","20","0.4","0","Binary","0","0","MO"
"82","6","11","20","0.4","0","Binary","0","0","MO"
"83","4","13","20","0.4","0","Binary","0","0","MO"
"84","14","18","20","0.4","0","Binary","0","0","MO"
"85","19","22","20","0.4","0","Binary","0","0","MO"
"86","9","30","20","0.4","0","Binary","0","0","MO"
"87","10","21","20","0.4","0","Binary","0","0","MO"
"88","11","21","20","0.4","0","Binary","0","0","MO"
"89","7","13","20","0.4","0","Binary","0","0","MO"
"90","34","43","20","0.4","0","Binary","0","0","MO"
"91","20","27","20","0.4","0","Binary","0","0","MO"
"92","24","30","20","0.4","0","Binary","0","0","MO"
"93","23","40","20","0.4","0","Binary","0","0","MO"
"94","9","15","20","0.4","0","Binary","0","0","MO"
"95","15","28","20","0.4","0","Binary","0","0","MO"
"96","24","30","20","0.4","0","Binary","0","0","MO"
"97","6","7","20","0.4","0","Binary","0","0","MO"
"98","14","28","20","0.4","0","Binary","0","0","MO"
"99","18","26","20","0.4","0","Binary","0","0","MO"
"100","40","45","20","0.4","0","Binary","0","0","MO"
