"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","4","5","20","0.4","0","Ternary","0","0","MO"
"2","13","13","20","0.4","0","Ternary","0","0","MO"
"3","26","44","20","0.4","0","Ternary","0","0","MO"
"4","19","27","20","0.4","0","Ternary","0","0","MO"
"5","14","21","20","0.4","0","Ternary","0","0","MO"
"6","61","61","20","0.4","0","Ternary","0","0","MO"
"7","18","23","20","0.4","0","Ternary","0","0","MO"
"8","20","35","20","0.4","0","Ternary","0","0","MO"
"9","7","17","20","0.4","0","Ternary","0","0","MO"
"10","20","21","20","0.4","0","Ternary","0","0","MO"
"11","4","14","20","0.4","0","Ternary","0","0","MO"
"12","28","37","20","0.4","0","Ternary","0","0","MO"
"13","21","30","20","0.4","0","Ternary","0","0","MO"
"14","20","26","20","0.4","0","Ternary","0","0","MO"
"15","38","42","20","0.4","0","Ternary","0","0","MO"
"16","41","46","20","0.4","0","Ternary","0","0","MO"
"17","9","15","20","0.4","0","Ternary","0","0","MO"
"18","21","23","20","0.4","0","Ternary","0","0","MO"
"19","16","20","20","0.4","0","Ternary","0","0","MO"
"20","47","60","20","0.4","0","Ternary","0","0","MO"
"21","12","19","20","0.4","0","Ternary","0","0","MO"
"22","33","33","20","0.4","0","Ternary","0","0","MO"
"23","27","31","20","0.4","0","Ternary","0","0","MO"
"24","33","38","20","0.4","0","Ternary","0","0","MO"
"25","33","42","20","0.4","0","Ternary","0","0","MO"
"26","11","21","20","0.4","0","Ternary","0","0","MO"
"27","21","29","20","0.4","0","Ternary","0","0","MO"
"28","6","10","20","0.4","0","Ternary","0","0","MO"
"29","6","11","20","0.4","0","Ternary","0","0","MO"
"30","51","53","20","0.4","0","Ternary","0","0","MO"
"31","32","36","20","0.4","0","Ternary","0","0","MO"
"32","33","37","20","0.4","0","Ternary","0","0","MO"
"33","26","38","20","0.4","0","Ternary","0","0","MO"
"34","18","23","20","0.4","0","Ternary","0","0","MO"
"35","25","34","20","0.4","0","Ternary","0","0","MO"
"36","13","19","20","0.4","0","Ternary","0","0","MO"
"37","22","31","20","0.4","0","Ternary","0","0","MO"
"38","43","49","20","0.4","0","Ternary","0","0","MO"
"39","35","37","20","0.4","0","Ternary","0","0","MO"
"40","24","32","20","0.4","0","Ternary","0","0","MO"
"41","37","45","20","0.4","0","Ternary","0","0","MO"
"42","22","32","20","0.4","0","Ternary","0","0","MO"
"43","26","33","20","0.4","0","Ternary","0","0","MO"
"44","5","22","20","0.4","0","Ternary","0","0","MO"
"45","10","11","20","0.4","0","Ternary","0","0","MO"
"46","30","32","20","0.4","0","Ternary","0","0","MO"
"47","15","20","20","0.4","0","Ternary","0","0","MO"
"48","16","32","20","0.4","0","Ternary","0","0","MO"
"49","18","19","20","0.4","0","Ternary","0","0","MO"
"50","18","21","20","0.4","0","Ternary","0","0","MO"
"51","8","23","20","0.4","0","Ternary","0","0","MO"
