"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","5","5","20","0.05","0","Ternary","0","0","MO"
"2","57","57","20","0.05","0","Ternary","0","0","MO"
"3","20","20","20","0.05","0","Ternary","0","0","MO"
"4","38","38","20","0.05","0","Ternary","0","0","MO"
"5","37","37","20","0.05","0","Ternary","0","0","MO"
"6","22","22","20","0.05","0","Ternary","0","0","MO"
"7","25","25","20","0.05","0","Ternary","0","0","MO"
"8","14","14","20","0.05","0","Ternary","0","0","MO"
"9","18","18","20","0.05","0","Ternary","0","0","MO"
"10","21","21","20","0.05","0","Ternary","0","0","MO"
"11","18","18","20","0.05","0","Ternary","0","0","MO"
"12","68","68","20","0.05","0","Ternary","0","0","MO"
"13","56","56","20","0.05","0","Ternary","0","0","MO"
"14","18","20","20","0.05","0","Ternary","0","0","MO"
"15","44","44","20","0.05","0","Ternary","0","0","MO"
"16","32","32","20","0.05","0","Ternary","0","0","MO"
"17","19","19","20","0.05","0","Ternary","0","0","MO"
"18","29","29","20","0.05","0","Ternary","0","0","MO"
"19","26","26","20","0.05","0","Ternary","0","0","MO"
"20","22","22","20","0.05","0","Ternary","0","0","MO"
"21","33","33","20","0.05","0","Ternary","0","0","MO"
"22","29","29","20","0.05","0","Ternary","0","0","MO"
"23","27","27","20","0.05","0","Ternary","0","0","MO"
"24","49","49","20","0.05","0","Ternary","0","0","MO"
"25","41","41","20","0.05","0","Ternary","0","0","MO"
"26","22","22","20","0.05","0","Ternary","0","0","MO"
"27","39","39","20","0.05","0","Ternary","0","0","MO"
"28","28","28","20","0.05","0","Ternary","0","0","MO"
"29","51","51","20","0.05","0","Ternary","0","0","MO"
"30","34","34","20","0.05","0","Ternary","0","0","MO"
"31","18","18","20","0.05","0","Ternary","0","0","MO"
"32","21","21","20","0.05","0","Ternary","0","0","MO"
"33","44","44","20","0.05","0","Ternary","0","0","MO"
"34","18","18","20","0.05","0","Ternary","0","0","MO"
"35","39","39","20","0.05","0","Ternary","0","0","MO"
"36","42","42","20","0.05","0","Ternary","0","0","MO"
"37","56","56","20","0.05","0","Ternary","0","0","MO"
"38","32","32","20","0.05","0","Ternary","0","0","MO"
"39","27","27","20","0.05","0","Ternary","0","0","MO"
"40","37","37","20","0.05","0","Ternary","0","0","MO"
"41","23","23","20","0.05","0","Ternary","0","0","MO"
"42","32","32","20","0.05","0","Ternary","0","0","MO"
"43","64","64","20","0.05","0","Ternary","0","0","MO"
"44","41","42","20","0.05","0","Ternary","0","0","MO"
"45","26","26","20","0.05","0","Ternary","0","0","MO"
"46","35","35","20","0.05","0","Ternary","0","0","MO"
"47","35","35","20","0.05","0","Ternary","0","0","MO"
"48","59","59","20","0.05","0","Ternary","0","0","MO"
"49","10","10","20","0.05","0","Ternary","0","0","MO"
"50","35","35","20","0.05","0","Ternary","0","0","MO"
"51","10","10","20","0.05","0","Ternary","0","0","MO"
"52","42","42","20","0.05","0","Ternary","0","0","MO"
"53","24","24","20","0.05","0","Ternary","0","0","MO"
"54","17","19","20","0.05","0","Ternary","0","0","MO"
"55","12","12","20","0.05","0","Ternary","0","0","MO"
"56","25","25","20","0.05","0","Ternary","0","0","MO"
"57","16","16","20","0.05","0","Ternary","0","0","MO"
"58","62","62","20","0.05","0","Ternary","0","0","MO"
"59","18","18","20","0.05","0","Ternary","0","0","MO"
"60","81","81","20","0.05","0","Ternary","0","0","MO"
"61","23","23","20","0.05","0","Ternary","0","0","MO"
"62","18","18","20","0.05","0","Ternary","0","0","MO"
"63","35","35","20","0.05","0","Ternary","0","0","MO"
"64","46","46","20","0.05","0","Ternary","0","0","MO"
"65","27","27","20","0.05","0","Ternary","0","0","MO"
"66","17","17","20","0.05","0","Ternary","0","0","MO"
"67","22","22","20","0.05","0","Ternary","0","0","MO"
"68","23","23","20","0.05","0","Ternary","0","0","MO"
"69","23","23","20","0.05","0","Ternary","0","0","MO"
"70","23","23","20","0.05","0","Ternary","0","0","MO"
"71","44","44","20","0.05","0","Ternary","0","0","MO"
"72","7","7","20","0.05","0","Ternary","0","0","MO"
"73","45","45","20","0.05","0","Ternary","0","0","MO"
"74","47","47","20","0.05","0","Ternary","0","0","MO"
"75","79","79","20","0.05","0","Ternary","0","0","MO"
"76","59","59","20","0.05","0","Ternary","0","0","MO"
"77","23","23","20","0.05","0","Ternary","0","0","MO"
"78","45","45","20","0.05","0","Ternary","0","0","MO"
"79","44","44","20","0.05","0","Ternary","0","0","MO"
"80","31","31","20","0.05","0","Ternary","0","0","MO"
"81","57","57","20","0.05","0","Ternary","0","0","MO"
"82","28","28","20","0.05","0","Ternary","0","0","MO"
"83","28","28","20","0.05","0","Ternary","0","0","MO"
"84","30","30","20","0.05","0","Ternary","0","0","MO"
"85","22","22","20","0.05","0","Ternary","0","0","MO"
"86","16","16","20","0.05","0","Ternary","0","0","MO"
"87","14","14","20","0.05","0","Ternary","0","0","MO"
"88","27","27","20","0.05","0","Ternary","0","0","MO"
"89","21","23","20","0.05","0","Ternary","0","0","MO"
"90","24","24","20","0.05","0","Ternary","0","0","MO"
"91","29","29","20","0.05","0","Ternary","0","0","MO"
"92","46","46","20","0.05","0","Ternary","0","0","MO"
"93","34","34","20","0.05","0","Ternary","0","0","MO"
"94","25","25","20","0.05","0","Ternary","0","0","MO"
"95","45","45","20","0.05","0","Ternary","0","0","MO"
"96","30","30","20","0.05","0","Ternary","0","0","MO"
"97","21","21","20","0.05","0","Ternary","0","0","MO"
"98","51","51","20","0.05","0","Ternary","0","0","MO"
"99","14","14","20","0.05","0","Ternary","0","0","MO"
"100","25","25","20","0.05","0","Ternary","0","0","MO"
