"","inferred_pair","true_pair","sites","error","missing_index","Genotype","lost_rate","lost_br","Method"
"1","43","43","40","0.05","0","Ternary","0","0","MO"
"2","57","57","40","0.05","0","Ternary","0","0","MO"
"3","45","45","40","0.05","0","Ternary","0","0","MO"
"4","81","81","40","0.05","0","Ternary","0","0","MO"
"5","59","59","40","0.05","0","Ternary","0","0","MO"
"6","72","72","40","0.05","0","Ternary","0","0","MO"
"7","27","27","40","0.05","0","Ternary","0","0","MO"
"8","39","39","40","0.05","0","Ternary","0","0","MO"
"9","45","45","40","0.05","0","Ternary","0","0","MO"
"10","76","76","40","0.05","0","Ternary","0","0","MO"
"11","54","54","40","0.05","0","Ternary","0","0","MO"
"12","55","55","40","0.05","0","Ternary","0","0","MO"
"13","43","43","40","0.05","0","Ternary","0","0","MO"
"14","37","37","40","0.05","0","Ternary","0","0","MO"
"15","30","30","40","0.05","0","Ternary","0","0","MO"
"16","59","60","40","0.05","0","Ternary","0","0","MO"
"17","40","40","40","0.05","0","Ternary","0","0","MO"
"18","101","101","40","0.05","0","Ternary","0","0","MO"
"19","60","60","40","0.05","0","Ternary","0","0","MO"
"20","43","43","40","0.05","0","Ternary","0","0","MO"
"21","69","69","40","0.05","0","Ternary","0","0","MO"
"22","56","56","40","0.05","0","Ternary","0","0","MO"
"23","47","47","40","0.05","0","Ternary","0","0","MO"
"24","55","55","40","0.05","0","Ternary","0","0","MO"
"25","56","56","40","0.05","0","Ternary","0","0","MO"
"26","75","81","40","0.05","0","Ternary","0","0","MO"
"27","51","51","40","0.05","0","Ternary","0","0","MO"
"28","66","66","40","0.05","0","Ternary","0","0","MO"
"29","54","54","40","0.05","0","Ternary","0","0","MO"
"30","35","35","40","0.05","0","Ternary","0","0","MO"
"31","37","37","40","0.05","0","Ternary","0","0","MO"
"32","76","76","40","0.05","0","Ternary","0","0","MO"
"33","81","81","40","0.05","0","Ternary","0","0","MO"
"34","40","40","40","0.05","0","Ternary","0","0","MO"
"35","72","74","40","0.05","0","Ternary","0","0","MO"
"36","40","40","40","0.05","0","Ternary","0","0","MO"
"37","60","60","40","0.05","0","Ternary","0","0","MO"
"38","70","70","40","0.05","0","Ternary","0","0","MO"
"39","58","58","40","0.05","0","Ternary","0","0","MO"
"40","27","27","40","0.05","0","Ternary","0","0","MO"
"41","26","26","40","0.05","0","Ternary","0","0","MO"
"42","71","71","40","0.05","0","Ternary","0","0","MO"
"43","80","80","40","0.05","0","Ternary","0","0","MO"
"44","26","26","40","0.05","0","Ternary","0","0","MO"
