"","selected_First_branch","selected_Second_branch","selected_br","cat"
"1",5,0,5,1
"2",9,0,9,1
"3",9,0,9,1
"4",9,0,9,1
"5",7,0,7,1
"6",9,0,9,1
"7",6,0,6,1
"8",5,0,5,1
"9",13,0,13,1
"10",12,0,12,1
"11",3,0,3,1
"12",9,0,9,1
"13",5,0,5,1
"14",6,0,6,1
"15",6,0,6,1
"16",9,0,9,1
"17",9,0,9,1
"18",7,0,7,1
"19",10,0,10,1
"20",9,0,9,1
"21",8,0,8,1
"22",4,0,4,1
"23",19,0,19,1
"24",13,0,13,1
"25",5,0,5,1
"26",4,0,4,1
"27",3,0,3,1
"28",13,0,13,1
"29",8,0,8,1
"30",19,0,19,1
"31",19,0,19,1
"32",5,0,5,1
"33",9,0,9,1
"34",5,0,5,1
"35",2,0,2,1
"36",4,0,4,1
"37",15,0,15,1
"38",19,0,19,1
"39",19,0,19,1
"40",8,0,8,1
"41",14,0,14,1
"42",12,0,12,1
"43",17,0,17,1
"44",6,0,6,1
"45",11,0,11,1
"46",9,0,9,1
"47",17,0,17,1
"48",12,0,12,1
"49",11,0,11,1
"50",17,0,17,1
"51",11,0,11,1
"52",17,0,17,1
"53",3,0,3,1
"54",15,0,15,1
"55",3,0,3,1
"56",2,0,2,1
"57",3,0,3,1
"58",5,0,5,1
"59",3,0,3,1
"60",15,0,15,1
"61",2,0,2,1
"62",2,0,2,1
"63",2,0,2,1
"64",2,0,2,1
"65",5,0,5,1
"66",7,0,7,1
"67",6,0,6,1
"68",2,0,2,1
"69",4,0,4,1
"70",12,0,12,1
"71",2,0,2,1
"72",2,0,2,1
"73",13,0,13,1
"74",2,0,2,1
"75",2,0,2,1
"76",2,0,2,1
"77",4,0,4,1
"78",2,0,2,1
"79",5,0,5,1
"80",13,0,13,1
"81",7,0,7,1
"82",13,0,13,1
"83",12,0,12,1
"84",2,0,2,1
"85",5,0,5,1
"86",2,0,2,1
"87",18,0,18,1
"88",2,0,2,1
"89",16,0,16,1
"90",5,0,5,1
"91",3,0,3,1
"92",16,0,16,1
"93",8,0,8,1
"94",19,0,19,1
"95",2,0,2,1
"96",3,0,3,1
"97",18,0,18,1
"98",11,0,11,1
"99",2,0,2,1
"100",2,0,2,1
"101",17,0,17,1
"102",17,0,17,1
"103",7,0,7,1
"104",6,0,6,1
"105",17,0,17,1
"106",10,0,10,1
"107",4,0,4,1
"108",10,0,10,1
"109",10,0,10,1
"110",12,0,12,1
"111",10,0,10,1
"112",6,0,6,1
"113",17,0,17,1
"114",10,0,10,1
"115",17,0,17,1
"116",12,0,12,1
"117",12,0,12,1
"118",4,0,4,1
"119",12,0,12,1
"120",17,0,17,1
"121",9,0,9,1
"122",3,0,3,1
"123",11,0,11,1
"124",18,0,18,1
"125",11,0,11,1
"126",19,0,19,1
"127",3,0,3,1
"128",5,0,5,1
"129",18,0,18,1
"130",4,0,4,1
"131",5,0,5,1
"132",6,0,6,1
"133",7,0,7,1
"134",4,0,4,1
"135",4,0,4,1
"136",6,0,6,1
"137",6,0,6,1
"138",7,0,7,1
"139",6,0,6,1
"140",6,0,6,1
