"","selected_First_branch","selected_Second_branch","selected_br","cat"
"1",5,0,9,0
"2",9,0,9,1
"3",9,0,9,1
"4",0,0,9,0
"5",0,0,9,0
"6",9,0,9,1
"7",7,0,7,1
"8",9,0,14,0
"9",0,0,6,0
"10",6,0,9,0
"11",0,0,6,0
"12",5,0,9,0
"13",0,0,9,0
"14",0,0,9,0
"15",0,0,9,0
"16",13,0,13,1
"17",0,0,9,0
"18",0,0,14,0
"19",12,0,9,0
"20",3,0,9,0
"21",0,0,9,0
"22",0,0,9,0
"23",9,0,9,1
"24",5,0,9,0
"25",6,0,9,0
"26",6,0,6,1
"27",0,0,6,0
"28",0,0,9,0
"29",9,0,9,1
"30",9,0,9,1
"31",7,0,7,1
"32",10,0,9,0
"33",9,0,9,1
"34",6,0,18,0
"35",6,0,6,1
"36",0,0,6,0
"37",0,0,18,0
"38",0,0,6,0
"39",7,0,4,0
"40",6,0,6,1
"41",4,0,4,1
"42",0,0,18,0
"43",0,0,6,0
"44",18,0,18,1
"45",0,0,6,0
"46",0,0,18,0
"47",0,0,6,0
"48",0,0,6,0
"49",7,0,4,0
"50",17,0,18,0
"51",6,0,6,1
"52",6,0,6,1
"53",0,0,6,0
"54",0,0,6,0
"55",4,0,4,1
"56",2,0,4,0
"57",6,0,18,0
"58",10,0,6,0
"59",0,0,6,0
"60",9,0,6,0
"61",0,0,6,0
"62",6,0,6,1
"63",14,0,18,0
"64",6,0,6,1
"65",4,0,4,1
"66",0,0,18,0
"67",6,0,6,1
"68",17,0,17,1
"69",0,0,17,0
"70",17,0,17,1
"71",6,0,17,0
"72",0,0,17,0
"73",17,0,17,1
"74",0,0,17,0
"75",18,0,17,0
"76",0,0,17,0
"77",18,0,17,0
"78",0,0,17,0
"79",4,0,4,1
"80",0,0,17,0
"81",19,0,17,0
"82",0,0,17,0
"83",0,0,17,0
"84",18,0,17,0
"85",7,0,5,0
"86",0,0,17,0
"87",6,0,17,0
"88",12,0,12,1
"89",5,0,5,1
"90",0,0,17,0
"91",0,0,17,0
"92",0,0,17,0
"93",0,0,4,0
"94",17,0,17,1
"95",4,0,4,1
"96",0,0,17,0
"97",19,0,4,0
"98",4,0,4,1
"99",0,0,4,0
"100",0,0,17,0
"101",19,0,17,0
"102",4,0,4,1
"103",0,0,4,0
"104",18,0,17,0
"105",0,0,4,0
"106",17,0,19,0
"107",0,0,18,0
"108",19,0,19,1
"109",0,0,19,0
"110",10,0,19,0
"111",3,0,3,1
"112",0,0,19,0
"113",0,0,19,0
"114",0,0,18,0
"115",0,0,19,0
"116",0,0,19,0
"117",13,0,19,0
"118",2,0,19,0
"119",17,0,18,0
"120",0,0,19,0
"121",17,0,19,0
"122",5,0,5,1
"123",0,0,19,0
"124",19,0,19,1
"125",0,0,19,0
"126",18,0,18,1
"127",0,0,19,0
"128",18,0,18,1
"129",19,0,18,0
"130",19,0,18,0
"131",18,0,18,1
"132",0,0,19,0
"133",19,0,19,1
"134",0,0,19,0
"135",0,0,19,0
"136",16,0,18,0
"137",10,0,19,0
"138",10,0,19,0
"139",2,0,19,0
"140",17,0,17,1
"141",2,0,2,1
"142",0,0,2,0
"143",0,0,2,0
"144",19,0,17,0
"145",10,0,2,0
"146",0,0,2,0
"147",12,0,12,1
"148",0,0,2,0
"149",7,0,7,1
"150",9,0,9,1
"151",0,0,2,0
"152",12,0,12,1
"153",0,0,2,0
"154",3,0,2,0
"155",9,0,2,0
"156",0,0,9,0
"157",2,0,2,1
"158",17,0,17,1
"159",0,0,9,0
"160",0,0,2,0
"161",3,0,2,0
"162",2,0,2,1
"163",14,0,2,0
"164",0,0,2,0
"165",0,0,2,0
"166",0,0,2,0
"167",12,0,12,1
"168",6,0,2,0
"169",6,0,2,0
"170",17,0,2,0
"171",15,0,2,0
"172",10,0,10,1
"173",0,0,15,0
"174",0,0,15,0
"175",10,0,15,0
"176",0,0,13,0
"177",10,0,15,0
"178",0,0,15,0
"179",11,0,11,1
"180",18,0,15,0
"181",0,0,15,0
"182",15,0,15,1
"183",13,0,13,1
"184",3,0,3,1
"185",0,0,15,0
"186",0,0,3,0
"187",0,0,15,0
"188",15,0,15,1
"189",11,0,15,0
"190",13,0,13,1
"191",3,0,3,1
"192",0,0,15,0
"193",11,0,15,0
"194",3,0,3,1
"195",0,0,3,0
"196",0,0,13,0
"197",18,0,15,0
"198",0,0,15,0
"199",0,0,3,0
"200",15,0,15,1
"201",15,0,15,1
"202",15,0,15,1
"203",13,0,15,0
"204",0,0,15,0
"205",10,0,10,1
"206",0,0,8,0
"207",10,0,10,1
"208",8,0,19,0
"209",0,0,8,0
"210",0,0,19,0
"211",0,0,8,0
"212",3,0,3,1
"213",19,0,8,0
"214",0,0,19,0
"215",0,0,8,0
"216",0,0,8,0
"217",8,0,8,1
"218",3,0,3,1
"219",3,0,3,1
"220",3,0,3,1
"221",8,0,8,1
"222",0,0,8,0
"223",0,0,8,0
"224",0,0,8,0
"225",8,0,19,0
"226",6,0,8,0
"227",0,0,8,0
"228",0,0,8,0
"229",0,0,8,0
"230",0,0,8,0
"231",2,0,19,0
"232",3,0,3,1
"233",11,0,8,0
"234",0,0,19,0
"235",3,0,3,1
"236",8,0,19,0
"237",10,0,10,1
"238",19,0,8,0
"239",0,0,8,0
"240",0,0,8,0
"241",0,0,8,0
"242",0,0,8,0
"243",8,0,8,1
"244",10,0,8,0
"245",0,0,8,0
"246",0,0,8,0
"247",0,0,8,0
"248",0,0,2,0
"249",2,0,2,1
"250",0,0,2,0
"251",17,0,2,0
"252",15,0,15,1
"253",2,0,15,0
"254",0,0,2,0
"255",2,0,2,1
"256",2,0,2,1
"257",0,0,6,0
"258",2,0,2,1
"259",0,0,2,0
"260",12,0,2,0
"261",0,0,2,0
"262",2,0,2,1
"263",2,0,2,1
"264",2,0,2,1
"265",0,0,2,0
"266",2,0,2,1
"267",0,0,2,0
"268",8,0,2,0
"269",0,0,2,0
"270",0,0,2,0
"271",2,0,2,1
"272",13,0,2,0
"273",0,0,2,0
"274",0,0,2,0
