"","selected_First_branch","selected_Second_branch","selected_br","cat"
"1",9,0,6,0
"2",14,0,9,0
"3",13,0,13,1
"4",5,0,9,0
"5",7,0,7,1
"6",14,0,6,0
"7",9,0,9,1
"8",14,0,9,0
"9",9,0,9,1
"10",9,0,9,1
"11",9,0,9,1
"12",9,0,9,1
"13",13,0,13,1
"14",3,0,9,0
"15",0,0,9,0
"16",9,0,9,1
"17",6,0,9,0
"18",14,0,9,0
"19",16,0,9,0
"20",9,0,9,1
"21",9,0,9,1
"22",9,0,9,1
"23",0,0,6,0
"24",0,0,6,0
"25",7,0,7,1
"26",9,0,6,0
"27",13,0,13,1
"28",7,0,7,1
"29",0,0,9,0
"30",14,0,9,0
"31",9,0,6,0
"32",7,0,7,1
"33",14,0,9,0
"34",6,0,6,1
"35",9,0,6,0
"36",9,0,6,0
"37",6,0,6,1
"38",13,0,13,1
"39",8,0,9,0
"40",7,0,13,0
"41",0,0,6,0
"42",6,0,6,1
"43",6,0,6,1
"44",13,0,13,1
"45",9,0,9,1
"46",10,0,9,0
"47",9,0,9,1
"48",0,0,9,0
"49",14,0,9,0
"50",13,0,13,1
"51",9,0,9,1
"52",13,0,13,1
"53",9,0,9,1
"54",6,0,6,1
"55",6,0,6,1
"56",9,0,6,0
"57",6,0,6,1
"58",6,0,6,1
"59",6,0,6,1
"60",9,0,9,1
"61",9,0,6,0
"62",0,0,9,0
"63",6,0,9,0
"64",13,0,13,1
"65",9,0,9,1
"66",9,0,9,1
"67",6,0,6,1
"68",10,0,9,0
"69",9,0,9,1
"70",11,0,6,0
"71",0,0,6,0
"72",9,0,6,0
"73",0,0,9,0
"74",14,0,9,0
"75",6,0,6,1
"76",9,0,9,1
"77",13,0,13,1
"78",4,0,6,0
"79",19,0,9,0
"80",11,0,9,0
"81",14,0,9,0
"82",13,0,13,1
"83",9,0,9,1
"84",9,0,9,1
"85",13,0,13,1
"86",9,0,6,0
"87",6,0,6,1
"88",9,0,9,1
"89",6,0,6,1
"90",11,0,11,1
"91",5,0,8,0
"92",2,0,2,1
"93",19,0,19,1
"94",4,0,8,0
"95",6,0,6,1
"96",19,0,19,1
"97",0,0,8,0
"98",6,0,8,0
"99",0,0,6,0
"100",0,0,8,0
"101",6,0,6,1
"102",14,0,8,0
"103",8,0,8,1
"104",18,0,8,0
"105",6,0,19,0
"106",12,0,8,0
"107",11,0,11,1
"108",11,0,11,1
"109",18,0,8,0
"110",0,0,8,0
"111",5,0,6,0
"112",16,0,8,0
"113",18,0,8,0
"114",11,0,11,1
"115",4,0,8,0
"116",11,0,11,1
"117",11,0,11,1
"118",19,0,19,1
"119",11,0,11,1
"120",5,0,6,0
"121",0,0,6,0
"122",14,0,11,0
"123",11,0,11,1
"124",0,0,8,0
"125",11,0,11,1
"126",18,0,6,0
"127",0,0,8,0
"128",12,0,8,0
"129",6,0,6,1
"130",11,0,11,1
"131",8,0,6,0
"132",0,0,8,0
"133",19,0,19,1
"134",2,0,2,1
"135",19,0,19,1
"136",8,0,8,1
"137",6,0,6,1
"138",8,0,8,1
"139",8,0,8,1
"140",19,0,19,1
"141",8,0,8,1
"142",11,0,11,1
"143",5,0,6,0
"144",2,0,2,1
"145",19,0,19,1
"146",11,0,11,1
"147",0,0,8,0
"148",19,0,19,1
"149",2,0,2,1
"150",0,0,8,0
"151",19,0,19,1
"152",0,0,8,0
"153",19,0,8,0
"154",2,0,2,1
"155",0,0,6,0
"156",6,0,6,1
"157",19,0,8,0
"158",6,0,6,1
"159",6,0,6,1
"160",0,0,8,0
"161",11,0,11,1
"162",6,0,6,1
"163",6,0,6,1
"164",18,0,8,0
"165",19,0,19,1
"166",11,0,11,1
"167",0,0,19,0
"168",5,0,6,0
"169",6,0,6,1
"170",19,0,19,1
"171",5,0,6,0
"172",12,0,6,0
"173",0,0,8,0
"174",8,0,8,1
"175",8,0,8,1
"176",6,0,6,1
"177",19,0,19,1
"178",11,0,11,1
"179",3,0,8,0
"180",11,0,11,1
"181",6,0,8,0
"182",0,0,8,0
"183",2,0,2,1
"184",2,0,2,1
"185",0,0,8,0
"186",0,0,8,0
"187",6,0,8,0
"188",12,0,12,1
"189",14,0,14,1
"190",0,0,12,0
"191",12,0,12,1
"192",14,0,14,1
"193",14,0,14,1
"194",2,0,2,1
"195",14,0,14,1
"196",12,0,12,1
"197",4,0,4,1
"198",2,0,2,1
"199",15,0,14,0
"200",5,0,5,1
"201",14,0,14,1
"202",12,0,12,1
"203",12,0,12,1
"204",17,0,17,1
"205",4,0,4,1
"206",4,0,4,1
"207",16,0,14,0
"208",12,0,12,1
"209",17,0,17,1
"210",0,0,14,0
"211",4,0,4,1
"212",14,0,14,1
"213",12,0,12,1
"214",5,0,12,0
"215",2,0,2,1
"216",0,0,12,0
"217",14,0,14,1
"218",2,0,2,1
"219",3,0,4,0
"220",17,0,17,1
"221",14,0,14,1
"222",3,0,4,0
"223",0,0,14,0
"224",14,0,14,1
"225",5,0,12,0
"226",4,0,4,1
"227",14,0,14,1
"228",4,0,14,0
"229",4,0,14,0
"230",0,0,8,0
"231",14,0,14,1
"232",12,0,12,1
"233",0,0,12,0
"234",17,0,17,1
"235",12,0,14,0
"236",8,0,8,1
"237",5,0,12,0
"238",2,0,2,1
"239",0,0,14,0
"240",12,0,14,0
"241",0,0,14,0
"242",14,0,14,1
"243",4,0,4,1
"244",8,0,8,1
"245",7,0,8,0
"246",3,0,14,0
"247",2,0,2,1
"248",12,0,14,0
"249",12,0,12,1
"250",12,0,12,1
"251",17,0,17,1
"252",8,0,8,1
"253",0,0,12,0
"254",4,0,14,0
"255",8,0,12,0
"256",2,0,2,1
"257",8,0,8,1
"258",12,0,12,1
"259",14,0,14,1
"260",14,0,14,1
"261",12,0,12,1
"262",17,0,17,1
"263",12,0,14,0
"264",0,0,17,0
"265",2,0,2,1
"266",12,0,14,0
"267",19,0,17,0
"268",2,0,2,1
"269",4,0,14,0
"270",0,0,12,0
"271",14,0,14,1
"272",9,0,14,0
"273",0,0,12,0
"274",17,0,17,1
"275",17,0,17,1
"276",0,0,12,0
"277",12,0,12,1
"278",16,0,14,0
"279",0,0,14,0
"280",12,0,12,1
"281",2,0,2,1
"282",0,0,14,0
"283",6,0,6,1
"284",6,0,6,1
"285",9,0,9,1
"286",9,0,9,1
"287",9,0,9,1
"288",9,0,9,1
"289",5,0,5,1
"290",11,0,11,1
"291",6,0,6,1
"292",11,0,11,1
"293",0,0,11,0
"294",0,0,11,0
"295",8,0,8,1
"296",0,0,8,0
"297",0,0,9,0
"298",15,0,6,0
"299",6,0,6,1
"300",16,0,11,0
"301",0,0,8,0
"302",11,0,11,1
"303",0,0,9,0
"304",6,0,6,1
"305",17,0,11,0
"306",11,0,11,1
"307",0,0,9,0
"308",9,0,9,1
"309",5,0,5,1
"310",6,0,6,1
"311",11,0,11,1
"312",6,0,6,1
"313",0,0,5,0
"314",0,0,11,0
"315",9,0,9,1
"316",8,0,9,0
"317",2,0,6,0
"318",9,0,9,1
"319",8,0,8,1
"320",3,0,5,0
"321",11,0,11,1
"322",8,0,8,1
"323",17,0,17,1
"324",6,0,6,1
"325",10,0,8,0
"326",2,0,6,0
"327",6,0,6,1
"328",2,0,6,0
"329",3,0,11,0
"330",6,0,6,1
"331",11,0,11,1
"332",6,0,6,1
"333",11,0,11,1
"334",17,0,17,1
"335",3,0,5,0
"336",11,0,11,1
"337",17,0,11,0
"338",6,0,6,1
"339",11,0,11,1
"340",11,0,11,1
"341",5,0,5,1
"342",0,0,11,0
"343",3,0,11,0
"344",3,0,5,0
"345",0,0,11,0
"346",0,0,17,0
"347",14,0,6,0
"348",7,0,6,0
"349",18,0,11,0
"350",3,0,5,0
"351",14,0,6,0
"352",11,0,11,1
"353",5,0,5,1
"354",11,0,11,1
"355",16,0,11,0
"356",8,0,8,1
"357",6,0,6,1
"358",6,0,6,1
"359",18,0,6,0
"360",6,0,6,1
"361",9,0,9,1
"362",14,0,6,0
"363",10,0,8,0
"364",0,0,11,0
"365",8,0,8,1
"366",6,0,6,1
"367",17,0,11,0
"368",6,0,6,1
"369",0,0,11,0
"370",18,0,6,0
"371",5,0,5,1
"372",9,0,11,0
"373",3,0,11,0
"374",15,0,6,0
"375",16,0,11,0
"376",8,0,8,1
"377",4,0,5,0
"378",6,0,6,1
"379",5,0,5,1
"380",5,0,5,1
"381",0,0,6,0
"382",2,0,6,0
"383",5,0,5,1
"384",2,0,5,0
"385",5,0,5,1
"386",5,0,5,1
"387",3,0,6,0
"388",19,0,6,0
"389",2,0,5,0
"390",6,0,5,0
"391",7,0,7,1
"392",19,0,5,0
"393",14,0,6,0
"394",0,0,5,0
"395",7,0,7,1
"396",4,0,5,0
"397",8,0,8,1
"398",7,0,7,1
"399",0,0,5,0
"400",4,0,5,0
"401",2,0,5,0
"402",14,0,5,0
"403",7,0,7,1
"404",19,0,5,0
"405",8,0,8,1
"406",7,0,7,1
"407",0,0,6,0
"408",7,0,7,1
"409",0,0,5,0
"410",0,0,6,0
"411",0,0,5,0
"412",6,0,6,1
"413",2,0,5,0
"414",7,0,7,1
"415",7,0,7,1
"416",5,0,6,0
"417",0,0,6,0
"418",5,0,5,1
"419",16,0,7,0
"420",7,0,7,1
"421",0,0,5,0
"422",7,0,7,1
"423",8,0,8,1
"424",6,0,6,1
"425",7,0,7,1
"426",7,0,7,1
"427",3,0,6,0
"428",2,0,5,0
"429",3,0,5,0
"430",7,0,7,1
"431",7,0,7,1
"432",14,0,7,0
"433",12,0,5,0
"434",6,0,6,1
"435",14,0,7,0
"436",3,0,5,0
"437",7,0,7,1
"438",6,0,6,1
"439",4,0,6,0
"440",6,0,6,1
"441",7,0,7,1
"442",19,0,5,0
"443",5,0,5,1
"444",5,0,5,1
"445",15,0,6,0
"446",14,0,5,0
"447",6,0,5,0
"448",7,0,7,1
"449",5,0,5,1
"450",6,0,6,1
"451",4,0,5,0
"452",4,0,5,0
"453",7,0,7,1
"454",6,0,6,1
"455",5,0,5,1
"456",7,0,7,1
"457",3,0,5,0
"458",7,0,7,1
"459",7,0,7,1
"460",12,0,5,0
"461",0,0,5,0
"462",12,0,5,0
"463",7,0,7,1
"464",19,0,6,0
"465",6,0,6,1
"466",5,0,5,1
"467",18,0,19,0
"468",12,0,19,0
"469",0,0,19,0
"470",12,0,13,0
"471",18,0,19,0
"472",13,0,19,0
"473",15,0,19,0
"474",4,0,4,1
"475",0,0,19,0
"476",0,0,18,0
"477",17,0,19,0
"478",0,0,18,0
"479",14,0,14,1
"480",19,0,19,1
"481",4,0,4,1
"482",14,0,14,1
"483",5,0,4,0
"484",4,0,4,1
"485",15,0,19,0
"486",19,0,19,1
"487",19,0,19,1
"488",4,0,4,1
"489",0,0,19,0
"490",19,0,19,1
"491",19,0,19,1
"492",6,0,19,0
"493",4,0,4,1
"494",4,0,4,1
"495",18,0,19,0
"496",13,0,13,1
"497",19,0,19,1
"498",16,0,19,0
"499",13,0,19,0
"500",12,0,19,0
"501",0,0,19,0
"502",19,0,19,1
"503",0,0,19,0
"504",18,0,19,0
"505",19,0,19,1
"506",11,0,19,0
"507",19,0,19,1
"508",19,0,13,0
"509",14,0,14,1
"510",18,0,18,1
"511",4,0,4,1
"512",14,0,19,0
"513",0,0,19,0
"514",19,0,19,1
"515",14,0,14,1
"516",18,0,19,0
"517",7,0,19,0
"518",14,0,14,1
"519",19,0,13,0
"520",4,0,4,1
"521",18,0,18,1
"522",17,0,19,0
"523",19,0,13,0
"524",0,0,19,0
"525",19,0,19,1
"526",13,0,13,1
"527",13,0,13,1
"528",19,0,13,0
"529",19,0,19,1
"530",5,0,4,0
"531",12,0,19,0
"532",17,0,13,0
"533",18,0,19,0
"534",0,0,13,0
"535",13,0,19,0
"536",18,0,19,0
"537",12,0,19,0
"538",7,0,19,0
"539",16,0,14,0
"540",14,0,14,1
"541",0,0,19,0
"542",6,0,4,0
"543",4,0,4,1
"544",14,0,14,1
"545",13,0,19,0
"546",6,0,4,0
"547",13,0,13,1
"548",7,0,19,0
"549",14,0,14,1
"550",0,0,19,0
"551",19,0,19,1
"552",4,0,4,1
"553",17,0,19,0
"554",0,0,13,0
"555",13,0,13,1
"556",19,0,13,0
"557",0,0,19,0
"558",14,0,14,1
"559",19,0,19,1
"560",16,0,14,0
"561",3,0,3,1
"562",0,0,3,0
"563",0,0,7,0
"564",6,0,7,0
"565",13,0,3,0
"566",9,0,3,0
"567",12,0,16,0
"568",11,0,11,1
"569",12,0,16,0
"570",3,0,3,1
"571",16,0,3,0
"572",3,0,3,1
"573",0,0,3,0
"574",0,0,3,0
"575",0,0,3,0
"576",3,0,3,1
"577",11,0,11,1
"578",0,0,3,0
"579",11,0,11,1
"580",16,0,3,0
"581",10,0,3,0
"582",0,0,3,0
"583",3,0,3,1
"584",3,0,3,1
"585",7,0,7,1
"586",3,0,3,1
"587",10,0,3,0
"588",9,0,3,0
"589",7,0,3,0
"590",16,0,16,1
"591",10,0,3,0
"592",16,0,16,1
"593",17,0,3,0
"594",13,0,11,0
"595",11,0,11,1
"596",11,0,11,1
"597",11,0,11,1
"598",3,0,3,1
"599",16,0,16,1
"600",16,0,16,1
"601",3,0,3,1
"602",8,0,3,0
"603",16,0,16,1
"604",3,0,3,1
"605",16,0,16,1
"606",3,0,3,1
"607",0,0,3,0
"608",11,0,11,1
"609",0,0,16,0
"610",9,0,3,0
"611",16,0,3,0
"612",0,0,3,0
"613",0,0,3,0
"614",17,0,3,0
"615",7,0,3,0
"616",11,0,11,1
"617",13,0,3,0
"618",3,0,3,1
"619",5,0,3,0
"620",18,0,16,0
"621",0,0,3,0
"622",3,0,3,1
"623",0,0,3,0
"624",0,0,3,0
"625",8,0,3,0
"626",11,0,11,1
"627",3,0,3,1
"628",3,0,3,1
"629",11,0,11,1
"630",0,0,3,0
"631",3,0,3,1
"632",11,0,11,1
"633",16,0,16,1
"634",17,0,11,0
"635",3,0,3,1
"636",6,0,7,0
"637",16,0,16,1
"638",16,0,16,1
"639",0,0,16,0
"640",7,0,7,1
"641",8,0,3,0
"642",0,0,3,0
"643",0,0,7,0
"644",3,0,3,1
"645",5,0,3,0
"646",16,0,16,1
"647",0,0,16,0
"648",0,0,3,0
"649",3,0,3,1
"650",3,0,3,1
"651",16,0,16,1
"652",0,0,3,0
"653",11,0,11,1
"654",3,0,3,1
"655",16,0,16,1
"656",3,0,3,1
"657",7,0,3,0
"658",13,0,3,0
"659",11,0,11,1
"660",2,0,7,0
"661",17,0,3,0
"662",11,0,11,1
"663",12,0,12,1
"664",3,0,3,1
"665",19,0,12,0
"666",13,0,13,1
"667",13,0,13,1
"668",13,0,13,1
"669",13,0,13,1
"670",9,0,12,0
"671",9,0,12,0
"672",12,0,12,1
"673",0,0,11,0
"674",19,0,13,0
"675",0,0,12,0
"676",14,0,13,0
"677",7,0,12,0
"678",12,0,12,1
"679",0,0,13,0
"680",13,0,13,1
"681",11,0,11,1
"682",12,0,12,1
"683",0,0,12,0
"684",8,0,13,0
"685",3,0,12,0
"686",11,0,12,0
"687",0,0,12,0
"688",7,0,12,0
"689",11,0,11,1
"690",11,0,11,1
"691",12,0,12,1
"692",0,0,11,0
"693",12,0,12,1
"694",13,0,13,1
"695",19,0,19,1
"696",13,0,13,1
"697",0,0,19,0
"698",0,0,12,0
"699",12,0,12,1
"700",16,0,13,0
"701",4,0,4,1
"702",0,0,13,0
"703",19,0,12,0
"704",19,0,19,1
"705",0,0,11,0
"706",16,0,12,0
"707",3,0,3,1
"708",13,0,13,1
"709",11,0,12,0
"710",4,0,4,1
"711",3,0,3,1
"712",18,0,12,0
"713",19,0,11,0
"714",12,0,12,1
"715",7,0,12,0
"716",11,0,11,1
"717",12,0,12,1
"718",13,0,13,1
"719",19,0,19,1
"720",11,0,11,1
"721",17,0,12,0
"722",10,0,12,0
"723",0,0,12,0
"724",0,0,11,0
"725",0,0,12,0
"726",13,0,13,1
